,_entropy_hour,_label,_rate,_total,cnt_app,cnt_device,ratio_inapp_detected,ratio_kid_back_home,ratio_net_limit,ratio_web_filtered,scaled_cat_0,scaled_cat_1,scaled_inapp_detected,scaled_kid_back_home,scaled_net_limit,scaled_web_filtered
7f72dc93b4c9d666ebd0ff73ccb909e7,1.42776018961,0,0.998945668455,-0.424770786278,1,3,0.0,0.0,0.0,1.0,0.00988287590982,-0.2863172291,-0.256133269606,-0.390372723381,-0.344412232047,-0.00678571853818
aaf26f56831cc123738fdd907ba2c248,3.17805383035,1,0.999379193954,0.0407123743721,6,6,0.384097859327,0.159633027523,0.451070336391,0.00519877675841,-0.0787663416979,-0.0205149416489,0.0213288716965,0.268376483169,0.0110426751185,-0.0920221426837
96e2965cbc2608c0c73397aeeeb8215f,2.36938211969,1,0.998632076561,-0.38863805822,3,9,0.0089552238806,0.731343283582,0.0,0.259701492537,0.00745413022194,-0.2863172291,-0.255470541561,-0.0811896666665,-0.344412232047,-0.00798623155431
075f4853ac66b1808897b8c1550faf10,1.76231371031,1,0.909667812934,-0.205926409052,1,4,0.0,0.000631313131313,0.998737373737,0.000631313131313,-0.0957675615131,-0.2863172291,-0.256133269606,-0.389110751721,0.0368282175366,-0.111230350942
b2b9cacccef9a96adc44f51e58c2c58d,0.344598248103,1,0.986917805788,-0.436619980499,1,1,0.0,0.0,1.0,0.0,-0.096981934357,-0.2863172291,-0.256133269606,-0.390372723381,-0.342725327403,-0.112430863958
e78554eee715923a0f32055b3f11acd2,2.69415370398,1,0.998192144962,-0.300281103778,3,7,0.00745473908413,0.0010649627263,0.986155484558,0.00532481363152,-0.0909100701373,-0.2863172291,-0.254586904169,-0.389110751721,-0.12125884626,-0.106428298877
f958b9b0d75013099e64885d7f7da781,1.23801679954,1,0.746543849876,-0.428427944988,1,2,0.0,0.0,0.984126984127,0.015873015873,-0.096981934357,-0.153416085375,-0.256133269606,-0.390372723381,-0.329471076627,-0.111230350942
5a8d8ebcc1eb8d45749aae5868d9da25,3.06252930025,1,0.997071694006,0.301248360895,13,14,0.445060384082,0.0910710750346,0.458127103544,0.00574143733914,-0.0617651218827,-0.2863172291,0.240470945082,0.190134240246,0.213230246042,-0.0776159864901
494ba99f453083973736f74ddcc68931,1.82007597536,1,0.997507549596,-0.400633538789,1,2,0.0,0.98418972332,0.0,0.0158102766798,-0.0921244429812,-0.2863172291,-0.256133269606,-0.0761417800263,-0.344412232047,-0.107628811893
6c7a892d726a3595e2314b2eb0a6881e,3.1202915653,1,0.855022318321,1.94579948975,3,25,0.000184128153195,0.00834714294482,0.991468728902,0.0,-0.096981934357,-0.2863172291,-0.255470541561,-0.218744577613,3.54848171395,-0.112430863958
a6461e2cfe2667ffb28eb44a62ac7b41,2.94700477016,1,0.99738886766,-0.273218129322,5,6,0.760676156584,0.107651245552,0.100533807829,0.0311387900356,-0.0544788848191,-0.2863172291,-0.0672557769199,-0.237674152514,-0.317180771362,-0.0704129083933
8270860e400dd70393994746e317733a,2.15967260836,1,0.999366462902,-0.382347745238,3,3,0.973544973545,0.026455026455,0.0,0.0,-0.096981934357,-0.2863172291,-0.174838629479,-0.37775300678,-0.344412232047,-0.112430863958
e335b4abae11cbe45d1c24ee01deeaf8,1.65137972564,1,0.99547170743,-0.377812868437,1,2,0.0,1.0,0.0,0.0,-0.096981934357,-0.2863172291,-0.256133269606,0.125773685583,-0.344412232047,-0.112430863958
bd39a9451ebd73fdd15f834c24be1c3c,1.81430751961,1,0.303704645578,-0.421259913916,3,3,0.178571428571,0.803571428571,0.0,0.0178571428571,-0.0945531886691,-0.2863172291,-0.251715082642,-0.276795273975,-0.344412232047,-0.110029837926
9d37c871d3b6ab43993399adc0d2ff51,3.1202915653,1,0.989514118735,0.815444875567,2,13,0.000350221807145,0.0231146392715,0.961592341816,0.0149427971048,0.0548146711356,0.112386202077,-0.255470541561,-0.140502334689,1.64059256139,0.0412348021072
1e39bfa3b9657565901ad6fb341a68b6,1.73094399668,1,0.999527519372,-0.284189605453,1,8,0.0,1.0,0.0,0.0,-0.096981934357,-0.2863172291,-0.256133269606,0.93343554802,-0.344412232047,-0.112430863958
ac33a04d491b72385c22449011f9e850,2.75191596903,1,0.997956582115,-0.324857210312,3,4,0.0492866407263,0.433203631647,0.513618677043,0.00389105058366,-0.0933388158252,-0.2863172291,-0.247738714375,0.0311258110786,-0.248981626462,-0.10882932491
