,_entropy_hour,_label,_rate,_total,cnt_app,cnt_device,ratio_inapp_detected,ratio_kid_back_home,ratio_net_limit,ratio_web_filtered,scaled_inapp_detected,scaled_kid_back_home,scaled_net_limit,scaled_web_filtered
16337d4611f1b60616a0645a6a4be758,2.47317016746,1,0.995328639719,-0.27432503964,1,7,0.0,0.0,0.986276303751,0.0137236962489,-0.253918756827,-0.38606514573,-0.081223500658,-0.0965666032101
ed2cfaab3ae69cf8802baf7b6c047409,2.15900581272,1,0.99558799181,-0.35314855382,1,4,0.0,0.0,0.952029520295,0.0479704797048,-0.253918756827,-0.38606514573,-0.214859593114,-0.0837615669644
8686b3189cc2859d1ffc7ddf96c19961,2.39481439795,0,0.979341420539,-0.395349890813,1,3,0.0,0.417004048583,0.582995951417,0.0,-0.253918756827,-0.259339459378,-0.303316223707,-0.114028016272
8986b2005635a632d5baeb7ce94f58c4,3.17805383035,1,0.997343501918,-0.102658584076,6,7,0.1421718273,0.205407762756,0.640209332752,0.0122110771915,-0.183721579156,0.193428041373,0.0115132894804,-0.081433378556
9d2fd8b3d88f9d800a4c3018179348c7,2.84275426526,1,0.968567975367,1.36308683569,1,5,0.0,0.330090118829,0.669909881171,0.0,-0.253918756827,4.70633889125,1.65985028753,-0.114028016272
c26d5ee7cdf4e04b788a54acc7c8871a,2.92520276417,1,0.986274249563,-0.276184759576,2,7,0.00555555555556,0.216666666667,0.776851851852,0.000925925925926,-0.252626784231,-0.0981640718826,-0.138054507948,-0.112863922068
a58533038e21947186571f6da69b473a,2.71595570997,1,0.983222183787,-0.384334626581,1,4,0.0,0.0,0.533950617284,0.466049382716,-0.253918756827,-0.38606514573,-0.296420411107,0.0617502085554
c34a2ac242f9c463aed7d0d8ad7bea1a,2.39481439795,1,0.99975343154,0.0687217607294,3,11,0.0180464050415,0.00887997708393,0.972787167001,0.000286450873675,-0.240353044577,-0.347924405178,0.469965934062,-0.112863922068
32ffd2fb8c5b506a7b5d85bd3deb2d90,1.21086938249,1,0.992776420231,-0.426822074333,1,3,0.0,0.925925925926,0.0,0.0740740740741,-0.253918756827,-0.355306483994,-0.337557500066,-0.111699827864
de407e671fbfe4cf19235ec033093705,0.344598248103,1,0.997398593705,-0.429826237306,1,1,0.0,0.0,1.0,0.0,-0.253918756827,-0.38606514573,-0.336130780218,-0.114028016272
3081d3abde1b20acd118aad4fa690900,0.51409669734,1,0.999265919454,-0.395206835434,1,4,0.0,0.0,1.0,0.0,-0.253918756827,-0.38606514573,-0.278586413004,-0.114028016272
480599c7c12d1d8478a1015b98f742a0,3.17805383035,1,0.99980965166,4.48112189025,8,3,0.77751565458,0.0,0.221377603029,0.00110674239115,5.49449797655,-0.38606514573,1.46985876107,-0.0697924365145
7ea4d7919035c9a2c2a0da13793f22bf,1.45629092451,1,0.996915659906,-0.425677631296,1,3,0.0,0.0,1.0,0.0,-0.253918756827,-0.38606514573,-0.329234967618,-0.114028016272
fed4667335b2bbb54a2dcb48b5e7bd33,2.15900581272,1,0.999126539494,-0.173470996996,1,9,0.0,0.997219132369,0.0,0.0027808676307,-0.253918756827,1.81994607396,-0.337557500066,-0.108207545252
33de5585b7578a75bfd379dabd0bedc1,2.92520276417,1,0.990212147125,0.299613143464,3,6,0.00372184133203,0.242703232125,0.740450538688,0.013124387855,-0.249827510275,1.1383341299,0.561276004352,-0.0360337045939
2bc6568d72d2750501759d3e118d5a01,2.61458943295,1,0.998199719594,0.243964600785,1,10,0.0,0.9877014419,0.00954198473282,0.00275657336726,-0.253918756827,5.34488870889,-0.326857101204,-0.0988947916184
eb96ef0371a0e5bf93a05dec19944006,2.37944764335,1,0.997540239704,-0.395636001573,1,2,0.0,0.542857142857,0.416326530612,0.0408163265306,-0.253918756827,-0.222429065295,-0.313303262645,-0.102387074231
1c792221771d1846de624bc47c9cac82,3.1202915653,1,0.999172335305,0.557541992949,7,9,0.179502026636,0.215547191662,0.599739432542,0.00521134916039,0.013088912839,1.44592074726,0.647592555174,-0.0721206249228
d43332d9f0f7b079c82e3fc79c15f183,3.1202915653,1,0.974031986038,0.0112134981153,6,7,0.323081903529,0.0297831013273,0.299773389446,0.347361605698,-0.0390206484989,-0.272873270542,-0.117367070148,1.13504506479
1fd66f7f500630f696148fc953ccd8c3,2.84275426526,1,0.999361559258,0.360411679809,1,5,0.0,0.291681735986,0.708318264014,0.0,-0.253918756827,1.59848370947,0.593852774222,-0.114028016272
410abab50e7ba91276d25068e9c8ee97,2.07901849698,1,0.999467403,-0.368026313303,1,6,0.0,0.0,1.0,0.0,-0.253918756827,-0.38606514573,-0.233406951142,-0.114028016272
494872e6bd00fdfcee71ceb20cc05e96,1.90573170184,1,0.999605812422,-0.393204060119,2,4,0.00763358778626,0.0,0.992366412214,0.0,-0.253488099295,-0.38606514573,-0.275732973307,-0.114028016272
2698db546774b9f7656d1184e1c96375,0.173205206749,1,0.949399888744,-0.430541514204,1,1,0.0,0.0,0.0,1.0,-0.253918756827,-0.38606514573,-0.337557500066,-0.112863922068
5744a36ea80da11628d8120bee81624e,3.06252930025,1,0.995360615883,-0.0716155666946,4,4,0.3796812749,0.096015936255,0.52390438247,0.000398406374502,-0.0487104429626,-0.0895516465966,-0.0248680666508,-0.112863922068
e5cc847362bac36edd770b0f60d7763d,3.00476703521,1,0.997414714864,-0.193069584006,3,9,0.91029500301,0.0788681517158,0.0108368452739,0.0,0.0716583371528,-0.224889758234,-0.333277340521,-0.114028016272
77465de2c84d94f412848633257aae63,0.815186210796,1,0.955429229201,-0.427394295852,1,4,0.0,0.0,1.0,0.0,-0.253918756827,-0.38606514573,-0.332088407315,-0.114028016272
b9c96dcedea269e11eb43262d9cba730,2.86744049912,1,0.974038942375,-0.385622124998,3,3,0.768253968254,0.225396825397,0.0,0.00634920634921,-0.201809195489,-0.2987105464,-0.337557500066,-0.111699827864
b30a1c393dc2565de75d479fcdbdf037,3.06252930025,1,0.9993890215,-0.101371085659,4,6,0.0864465682016,0.0742832319722,0.341007819288,0.498262380539,-0.211068332421,-0.175675899457,-0.150894986583,1.2211880359
284b14e0314acf9f5477623068c3106d,2.40534237875,1,0.992958156484,-0.352719387681,4,5,0.0183486238532,0.056880733945,0.924770642202,0.0,-0.251765469168,-0.347924405178,-0.21771303281,-0.114028016272
e06cb7f36e65d2116a2f8e6ea50e6630,1.67318173163,1,0.997929818635,-0.406365155045,1,2,0.0,1.0,0.0,0.0,-0.253918756827,-0.176906245926,-0.337557500066,-0.114028016272
9981b693f93037b5fe1166af4b545b2e,1.93560050545,1,0.991812453331,-0.235700087138,1,13,0.0,0.988261188555,0.0,0.0117388114453,-0.253918756827,1.2712115486,-0.337557500066,-0.095402509006
99b6a1029785730d7a679800f790997c,3.1202915653,0,0.998698390023,4.1239126073,12,7,0.994409196558,0.0,0.0,0.00559080344243,6.56338997028,-0.38606514573,-0.337557500066,0.0931807520677
f4d4e49095140ada80f0e8a3802cd25a,1.96349396689,0,0.997796691438,-0.395063780054,1,5,0.0,0.0,0.570281124498,0.429718875502,-0.253918756827,-0.38606514573,-0.30379179699,0.0105300635725
832f8260ecb9cba26ddb0c8332269575,3.1202915653,0,0.997295296784,-0.138994650504,2,4,0.00441392839627,0.344776851398,0.650809220206,0.0,-0.251980797934,0.478868422281,-0.0220146269542,-0.114028016272
e3dccc3de5175ca9153d40ba3eb74ebd,3.17805383035,1,0.999645824692,1.73331415819,4,4,0.205526541945,0.0,0.790705361275,0.00376809678059,0.41553837623,-0.38606514573,2.50660851749,-0.0476746466355
6fc353639845067e1b6899ed425aa905,3.17805383035,1,0.972011398815,-0.0558794749345,9,3,0.190839694656,0.000763358778626,0.310305343511,0.498091603053,-0.146254373897,-0.383604452791,-0.144236960624,1.40511492015
455f1a353d9b79709000152f392c1591,2.10124354767,0,0.995596437419,-0.385336014239,1,5,0.0,0.10094637224,0.89905362776,0.0,-0.253918756827,-0.346694058708,-0.269788307273,-0.114028016272
2b0ed8f19f23b1c35abd4fda2417231d,1.68274943928,1,0.993085466062,-0.419812360731,6,1,0.868421052632,0.131578947368,0.0,0.0,-0.23970705828,-0.373761681036,-0.337557500066,-0.114028016272
51fab298d49860d3eab1b3a5e949b126,0.344598248103,1,0.999561892598,-0.430255403445,1,1,0.0,0.0,1.0,0.0,-0.253918756827,-0.38606514573,-0.336844140142,-0.114028016272
25eaf5e4097cbca8be9def8dc94f8b52,2.20616084821,1,0.996960957224,-0.401787382897,4,6,0.029702970297,0.0,0.0,0.970297029703,-0.252626784231,-0.38606514573,-0.337557500066,0.114134447743
d2b282ed598aeaeb9f380dd5c71dc99a,1.55915811156,0,0.939650165771,-0.425248465157,1,2,0.0,0.0,1.0,0.0,-0.253918756827,-0.38606514573,-0.328521607694,-0.114028016272
257e450d1dec8a59f9eabdc57013b051,2.21676807776,1,0.998097677195,-0.37675269146,1,8,0.0,0.973474801061,0.0,0.026525198939,-0.253918756827,0.065472008552,-0.337557500066,-0.102387074231
c3c7a0d435a3fe320a909d8cf9a414c4,2.94700477016,1,0.999491409107,-0.287772245326,4,4,0.163163163163,0.041041041041,0.55955955956,0.236236236236,-0.218820167991,-0.335620940483,-0.204634767535,0.160698215909
fb58bc2a5931e2c8d0162b172ebffd9f,2.02125623194,1,0.999501191175,-0.275755593437,1,6,0.0,0.987072945522,0.0,0.0129270544783,-0.253918756827,0.929175230094,-0.337557500066,-0.0977306974143
190329ed5bcc528383a5f4c745f8f2e0,0.286835983056,1,0.999915762608,-0.430398458824,1,2,0.0,1.0,0.0,0.0,-0.253918756827,-0.383604452791,-0.337557500066,-0.114028016272
9a7f886f04dce3c4695e1997a5f16d97,1.67318173163,1,0.999400299703,-0.416808197759,2,3,1.0,0.0,0.0,0.0,-0.233031866538,-0.38606514573,-0.337557500066,-0.114028016272
