,_entropy_hour,_label,_rate,_total,cnt_firmware_ver,cnt_payload_ip,cnt_profile_id,condition_updated,payload_lastwill,payload_malf_false,payload_malf_true,ratio_offline,ratio_online
bbf84dd580778e90f39d81e84d837484,0.779225951739,1,0.999202130811,-0.183156235279,2,2,2,0,3,10,0,0.3,0.7
dd943063889713721f55a4329ec3fe29,3.17805383035,1,0.999625011581,11.4325020369,2,7,2,170,3959,8801,0,0.449948869447,0.550051130553
3c8a9f43fc34edd1c3048e33d7b6fb66,0.997907583168,1,0.998075235533,-0.130303734894,1,2,2,46,2,50,0,0.04,0.96
448d49ae1c7d5c702adaa1e3b40f25e7,0.51409669734,1,0.988674180053,-0.188441485318,1,3,2,0,2,6,0,0.333333333333,0.666666666667
f03513df4185193fd0a021a7fc938565,3.1202915653,1,0.999416906912,3.45573841623,2,2,2,176,1290,2763,1,0.467438494935,0.532561505065
126a8a5ef7d017ade11371dec37aeedb,0.976105577178,1,0.993039904049,-0.134267672423,2,3,2,43,1,47,0,0.0212765957447,0.978723404255
6edd610b2db1e3af4c7184c1af0be67a,1.61541946658,1,0.999428339901,0.104889891819,2,42,2,140,40,228,0,0.179824561404,0.820175438596
5629f8a9c478cd022e602126c138c644,1.53735610557,0,0.998480419945,-0.1448381725,4,2,2,0,13,39,0,0.358974358974,0.641025641026
0257c76b1eb141087ea20fb67fb03303,2.44130263781,1,0.999722906431,0.0652505165305,4,3,1,0,53,198,0,0.272727272727,0.727272727273
b8ebadb64361ddec202c5bfd57cde177,1.45629092451,1,0.994460780816,-0.121054547327,3,3,3,44,3,57,0,0.105263157895,0.894736842105
e335b4abae11cbe45d1c24ee01deeaf8,1.19671112943,1,0.99547170743,-0.0272413591434,2,2,2,123,1,128,0,0.015625,0.984375
860ff40a6d8bd49c97b4417a8a232f56,0.344598248103,1,0.994648813027,-0.188441485318,2,2,2,0,2,5,1,0.333333333333,0.666666666667
5f5f5c92e3bb2eda71b0973fa0a41ead,0.731515108415,1,0.998208428809,-0.18183492277,1,2,2,0,7,11,0,0.636363636364,0.363636363636
fd986b8e9137370d564da767d78570b5,2.40534237875,1,0.99964359146,0.415398331582,5,2,2,371,40,463,0,0.0950323974082,0.904967602592
85a951fb93508cf72af3b30ba873fe87,0.961285752585,1,0.998769855548,0.144529267108,3,2,2,248,3,257,1,0.015503875969,0.984496124031
4310f5f336bb548e4cac6086722978ea,2.16376533776,1,0.999208095225,-0.0127069215375,3,2,2,106,16,139,0,0.115107913669,0.884892086331
a0ecd83fcd855ecdb606ff1e1f81b07d,2.20736934974,1,0.990442822391,0.0335390162994,2,2,2,136,18,174,0,0.109195402299,0.890804597701
fa5019434e580d689a9832f6878bf9f5,1.09861228867,1,0.997268184913,-0.138231609952,1,3,2,34,4,43,1,0.0909090909091,0.909090909091
4847dbfaf9fbec7b6038794983e5ec41,1.50946264414,1,0.968207023232,-0.123697172346,2,5,2,30,9,54,1,0.181818181818,0.818181818182
efc7835a1d314f8987f5fc37f0a06bf4,1.04085002362,1,0.953174926944,-0.158051297597,2,6,2,0,15,29,0,0.551724137931,0.448275862069
1e5617a2bd85bb62a2d7c3a09633e6a0,1.62498717423,1,0.998804194321,0.165670267262,3,2,2,266,2,274,0,0.014598540146,0.985401459854
b9b7fcb0315103c01a70876066fc54df,0.544283732969,1,0.957740402136,-0.184477547789,1,2,2,0,5,9,0,0.555555555556,0.444444444444
2f51dca9f55111914e92cd169d2819fe,0.721463686693,1,0.999386109776,-0.185798860299,2,1,1,0,1,8,0,0.25,0.75
c541311b2e66cd68bca3e2d90d0d7708,0.456334432293,1,0.32993305786,-0.191084110337,2,2,2,0,1,4,0,0.5,0.5
7d647a8788271bad498a096f51771247,0.815186210796,0,0.99635818598,-0.18051361026,2,4,1,0,4,12,0,0.333333333333,0.666666666667
9c6a491e73e36455f6883b833257cc53,1.31608016055,1,0.999138348651,-0.127661109875,3,3,2,45,2,52,0,0.0576923076923,0.942307692308
6c354d9e07ad04ab1c7622df21045191,1.05566984821,1,0.998731156158,-0.167300485164,3,6,2,0,8,22,0,0.454545454545,0.545454545455
5bef267eabf2755f3193a2f9f1dd4d92,1.74414197659,1,0.994677457321,-0.114447984779,1,3,2,30,9,62,0,0.145161290323,0.854838709677
f4129aa0ad66fc08dfb8b09fbf307e13,0.721463686693,1,0.974484443029,-0.185798860299,1,3,2,0,3,8,0,0.375,0.625
3112f207a0a2c78d0c539e89df1e6a94,2.30397610172,1,0.792626516812,0.0480734539053,6,3,2,158,6,185,0,0.0540540540541,0.945945945946
fe5d71eb47832228ca2b6a6b2a50c1fd,1.36256840041,1,0.9984028565,-0.148802110029,1,2,2,30,3,36,0,0.0833333333333,0.916666666667
dcbc58a2437d50761f040ae1be455bee,1.34979239617,1,0.58900360501,-0.128982422385,1,2,2,35,8,51,0,0.156862745098,0.843137254902
1afd566786fee7677291ae3f6e055574,0.918343312131,1,0.972180026656,-0.179192297751,3,2,2,0,5,13,0,0.461538461538,0.538461538462
e19c841d4faa382a0434553ddfb9cca6,0.544283732969,0,0.393351357028,-0.18183492277,1,3,2,0,3,8,3,0.272727272727,0.727272727273
762d15c52931b8ee8fa3f940028efb4f,2.22441183069,0,0.95606676737,0.252876892898,3,2,2,315,9,340,0,0.0323529411765,0.967647058824
6828984af4f9edbff3c6245236fd1c1f,2.52086690884,1,0.99974958813,0.152457142166,4,2,2,0,144,264,0,0.55303030303,0.44696969697
40db20193ff9f22550e27799278693a9,1.76594398258,1,0.999432624396,-0.0470610467879,2,8,2,92,9,113,0,0.0884955752212,0.911504424779
90f1b0059d430851c70c21a38b6e02c9,2.08420106673,1,0.998238802535,0.0401455788476,2,2,2,146,15,179,0,0.0893854748603,0.91061452514
60687866046fc3f94cc77eb61dba2b45,1.25661157796,1,0.999439694158,-0.167300485164,5,2,3,0,3,22,0,0.318181818182,0.681818181818
b45253dd525faa7943673828e0108a82,0.976105577178,1,0.970619145114,-0.173907047712,1,2,2,0,6,17,0,0.352941176471,0.647058823529
9473ecee3e4f5b3b75f6cdd8dbc01c0f,0.835894813218,1,0.98928038377,-0.165979172654,1,2,2,0,15,23,0,0.652173913043,0.347826086957
c46d471ddd56049a9e4e8c9619c98962,0.789277373461,1,0.995554740979,-0.1448381725,1,2,2,31,3,39,0,0.0769230769231,0.923076923077
71ff0ce94a4c3537337c04a02ecfa03b,0.778132548171,1,0.996570587885,-0.175228360222,1,3,2,0,6,16,0,0.375,0.625
2b95a42cf1d6c6ccab92322a1f942d25,1.1645953714,1,0.82827783799,-0.164657860145,3,2,2,0,9,24,0,0.416666666667,0.583333333333
80fdca46b9fc0e555b36457566440f9b,2.86744049912,1,0.998680081198,0.477500019534,3,91,2,211,146,510,0,0.290196078431,0.709803921569
9dcbe3706002702bc08246b455f10df0,1.04085002362,1,0.960453434247,-0.176549672731,3,1,1,0,2,14,1,0.2,0.8
c4195f805b10eaa971beb48d98c32cbe,0.976105577178,1,0.993660068658,-0.130303734894,2,2,2,41,3,49,1,0.06,0.94
c4ff269199b070718c295748e800bab5,2.06883431213,1,0.99960115585,0.288552330658,5,5,2,346,6,367,0,0.0245231607629,0.975476839237
ab299fe9edf78ee7f77b0e3e1f3f24e1,2.11727709791,0,0.968425624739,-0.0259200466338,2,7,2,101,14,129,0,0.108527131783,0.891472868217
7bfe50cd7f94c594345ef169fdc79aad,0.882383053075,1,0.998978238937,-0.18051361026,2,2,2,0,5,12,0,0.5,0.5
d20cb1033fc62be988250d83f89874ee,0.936599518718,1,0.733043772902,-0.175228360222,2,7,2,0,7,16,0,0.5,0.5
d684368aaa078d005f60f34b0f746d95,2.29988337232,1,0.992542662504,-0.0457397342782,2,12,2,78,17,114,0,0.157894736842,0.842105263158
00bdb576ceac16498bbbd20d28c1e04e,2.2433296088,1,0.999618861142,0.170955517301,7,2,2,229,12,274,4,0.0647482014388,0.935251798561
e3da736f7658d08cc69694dceab54c2e,1.31637256904,0,0.961709226793,-0.160693922616,6,2,2,0,7,27,0,0.407407407407,0.592592592593
55ac48a704129068613920552fad476d,2.16255683623,1,0.97597357519,0.0731783915882,2,12,2,172,14,204,0,0.0735294117647,0.926470588235
a6ab4ec9d8b6b8058ffc0b37ba1fa7a3,2.71595570997,1,0.938867116172,0.144529267108,2,9,2,158,42,258,0,0.166666666667,0.833333333333
d70cd25cb45cd8d1bf04cc6fa68caefe,0.376770161256,1,0.210014121612,-0.188441485318,3,1,1,0,2,6,0,0.333333333333,0.666666666667
02f67f2af59fa7991481ca125a08e4cf,2.80967823408,1,0.993090838321,0.237021142782,1,2,2,78,125,328,0,0.381097560976,0.618902439024
619fc4953753148c85c7c1b7d1636709,1.90803004371,1,0.99984735026,-0.0285626716531,4,2,2,105,6,127,0,0.0787401574803,0.92125984252
bf3e0b83356045c598a35fe9a602ff54,1.67698098352,0,0.974937524786,-0.0774512345093,1,7,2,72,7,90,0,0.0777777777778,0.922222222222
a4656b532cbdefa59f38eefffb347fec,1.03386784222,1,0.706158344534,-0.135588984933,2,2,2,39,3,46,0,0.0652173913043,0.934782608696
59e84404944c3fa31195b746ca90e2dd,3.17805383035,1,0.999556141576,1.11701527419,2,255,2,125,432,994,0,0.435613682093,0.564386317907
c94a4f5f05b67f1f2871df7473a92706,1.53126465013,1,0.987446560085,-0.113126672269,2,7,2,45,8,63,0,0.126984126984,0.873015873016
3cedcf02d9c0f0c62ecdd6a942d0e87a,0.952512746879,1,0.984946714836,-0.139552922462,1,2,2,36,3,43,0,0.0697674418605,0.93023255814
1e04181f505b950269f75c7754ace754,0.997246011641,1,0.998228545783,-0.173907047712,4,3,2,0,4,17,0,0.352941176471,0.647058823529
4f46ef18811c5da9e62e8c0be047972b,0.51409669734,1,0.991775697539,-0.188441485318,2,2,2,0,2,6,0,0.5,0.5
d77674ca709ac9cba953a575d113537a,2.18556734375,1,0.841321088413,0.0269324537513,2,6,2,63,52,169,0,0.313609467456,0.686390532544
9780c7d79bc03a9bf2f6dd0225a746a9,2.61458943295,0,0.221272048519,0.0678931415497,3,2,2,0,80,200,0,0.4,0.6
854b80b384cf8758e2e8c7df25a64134,1.3102811136,1,0.996910065703,-0.154087360068,1,12,2,0,17,32,0,0.53125,0.46875
5c3dfde9f01542ae31fdc5f4e7c96b2d,1.94278180124,1,0.997175512048,-0.114447984779,10,6,2,19,9,62,0,0.241935483871,0.758064516129
9d1774f60bd812114e7341b2edb1494e,1.5236208972,1,0.986234558146,-0.0985922346633,3,3,2,63,4,74,0,0.0675675675676,0.932432432432
774006dc1feed2c7f142ed97fc7f03fe,0.815186210796,1,0.98394993326,-0.183156235279,2,2,2,0,2,10,0,0.2,0.8
925eecb71d2d560b655598800a2a9802,1.07681028268,0,0.455127144121,-0.0972709221537,1,2,2,69,3,75,0,0.04,0.96
34d89470f5d0408a6a230529970c441f,1.68884089472,1,0.999865647261,0.00711276610687,3,2,2,131,7,154,0,0.0584415584416,0.941558441558
fdf4016e5cb17c29948ef7b6aedc7967,1.67577248199,1,0.9970784703,-0.130303734894,1,3,2,34,8,50,0,0.16,0.84
684227f946d1cf5bbbfe1eb7ff65bb3f,1.46585863216,0,0.995165251184,-0.131625047404,2,8,2,27,10,49,0,0.224489795918,0.775510204082
617304377e44326433b4ca8d5f8563ff,0.779225951739,1,0.999160655435,-0.18051361026,3,1,1,0,5,12,0,0.416666666667,0.583333333333
2d519413c6714296984fb567f157863b,0.615990578321,0,0.758056433094,-0.188441485318,1,4,2,0,2,6,0,0.333333333333,0.666666666667
49d747f2a8ca050c2a17bfd877fcde34,1.19671112943,0,0.898624970641,-0.053667609336,1,2,2,28,32,108,0,0.296296296296,0.703703703704
61b29c0d5657deb6b0391f32205b90d6,0.456334432293,1,0.999457402314,-0.191084110337,2,2,2,0,1,4,0,0.5,0.5
90dae4a6948cb9daccb35cde278df449,2.04824080767,1,0.991147315942,0.0216472037128,2,2,2,81,38,162,3,0.236363636364,0.763636363636
d94971401cd395f6c34ce4ca582ea8eb,1.18928160527,1,0.998672935445,-0.165979172654,2,3,2,11,4,23,0,0.217391304348,0.782608695652
954b7bf0527202101b56cdbb7bbbb804,1.68637971154,1,0.998483976694,-0.123697172346,1,2,2,42,6,55,0,0.109090909091,0.890909090909
638cc3edb93d5ebf12bcbbcb9552ed43,1.74051170432,0,0.99493365412,-0.0510249843167,2,2,2,36,30,110,0,0.281818181818,0.718181818182
99690afd2d8fff06b2d92d46368504a4,1.90803004371,1,0.999596280927,-0.0510249843167,9,3,2,83,2,110,0,0.0727272727273,0.927272727273
2ce98d3719a96f979353c6002b895743,1.64921095096,1,0.990862565193,-0.0457397342782,1,2,2,81,11,113,1,0.105263157895,0.894736842105
e25eda6cd35faf6c235a78e24d398d8a,1.74890150164,1,0.998115893485,-0.11048404725,1,2,2,10,26,65,0,0.4,0.6
77ba2ddf99b1d99b3a3e18d99f5165b5,1.5130929164,0,0.999863117828,-0.131625047404,7,4,2,0,16,49,0,0.387755102041,0.612244897959
407245c94b47b38b7701f838df998685,1.25661157796,1,0.998075826715,-0.158051297597,2,2,1,0,13,29,0,0.448275862069,0.551724137931
dc27a407cd89af1e8462468ef0464cdd,1.31148961513,1,0.994332206892,-0.158051297597,3,2,2,10,5,29,0,0.241379310345,0.758620689655
3955b4880fb54bc1747e003a1018c082,1.55765720154,1,0.998285581642,-0.132946359914,1,4,2,41,3,48,0,0.0625,0.9375
b17c7a9b756e40bf0db263e3d8749189,1.29043365353,1,0.999121719663,-0.140874234971,3,1,1,0,8,36,6,0.214285714286,0.785714285714
db6b9e6a0762dea900a1d9da1189bb94,1.4780929305,1,0.998678622368,-0.0391331717301,2,2,2,115,1,119,0,0.0168067226891,0.983193277311
ad2726cb100b1225322f63fceb2df412,1.15236107306,1,0.879520795328,-0.171264422693,1,6,2,0,5,19,0,0.263157894737,0.736842105263
25667d9914da6e03275bc38149a4d502,1.45629092451,1,0.999520445584,-0.151444735048,6,7,2,0,11,34,0,0.441176470588,0.558823529412
b3e9c8174164690b6012bcf18b973a74,1.42701414522,1,0.997161248473,-0.140874234971,3,18,2,0,19,42,0,0.5,0.5
6358fd30847a7590a50331077474bfc6,0.836988216786,0,0.997960641257,-0.0906643596056,1,2,2,78,1,80,0,0.0125,0.9875
a0ce611b5116c55c3176e55c0bb0c9af,0.51409669734,0,0.419299840069,-0.187120172808,2,2,2,0,3,7,0,0.571428571429,0.428571428571
d4b9bbee3afdd77d4ae2d7cf629682ec,0.623848004006,1,0.98816574223,-0.176549672731,2,2,2,0,7,15,0,0.466666666667,0.533333333333
3bbb17151066f5ce1385411e2cc6eecf,0.56608573896,1,0.99675224726,-0.188441485318,1,2,2,0,3,6,0,0.5,0.5
c04d837f696766b29246a5ca67515f65,1.62498717423,1,0.368218969184,-0.119733234817,2,2,2,0,27,58,0,0.48275862069,0.51724137931
c12baeef47c104330f99c0d8d6beb0b2,2.2538575896,1,0.999495926275,0.00975539112613,2,8,2,77,35,156,0,0.230769230769,0.769230769231
e5d2f4812a4b1e87bfe39a86be072b82,1.96391701159,1,0.974343822676,0.0295750787705,4,5,2,139,12,170,1,0.0818713450292,0.918128654971
5c0c67e066da51776a064224049a1664,1.83899375347,1,0.999355235053,-0.11048404725,2,31,2,0,32,65,0,0.507692307692,0.492307692308
02d61dd830eae9ecdaa771706db78ecb,0.615990578321,0,0.991186621286,-0.188441485318,2,3,1,0,1,6,0,0.333333333333,0.666666666667
fb9690bf6fcab531242ce2146191697c,2.02280852941,1,0.465507594711,-0.0312052966723,2,4,2,74,27,125,0,0.216,0.784
866b1219f5908a603df057ed7b54baf2,0.56608573896,0,0.994127092783,-0.188441485318,1,2,2,0,3,6,0,0.5,0.5
5ae0392f24d5b2c6771b49141d0201bf,1.04085002362,1,0.970160613143,-0.171264422693,1,4,2,0,7,19,0,0.368421052632,0.631578947368
ecae27fa6d791063d4089163df1e1d08,0.615990578321,1,0.989984377262,-0.185798860299,2,3,2,0,1,8,0,0.25,0.75
09995a24270be8468ce36c991e52596d,1.89554751699,1,0.9884399901,-0.0563102343552,1,4,2,74,15,106,0,0.141509433962,0.858490566038
84dbe469f194e73f2ef228c66aea61a5,2.00752102357,1,0.990757990611,-0.00742167149903,2,31,2,0,67,143,0,0.475524475524,0.524475524476
c9613c44ba58cb578a7a7b538017ffe3,1.15637455371,1,0.999802860845,-0.163336547635,5,2,2,0,9,25,0,0.44,0.56
33ff900ed10942b0d035673b042b757b,0.976105577178,1,0.99917654935,-0.119733234817,2,3,2,51,3,58,0,0.0689655172414,0.931034482759
d716c82bee7c9867d2ae62edb3b3737e,1.19233481277,1,0.996130198832,-0.126339797365,1,2,2,41,4,51,2,0.0754716981132,0.924528301887
25a38d2ef482583a9b8dfbc8295a9c08,2.30397610172,0,0.997568978776,-0.0457397342782,3,2,2,70,22,114,0,0.19298245614,0.80701754386
9c4fbdd5bcf626f7179c98672b4f6dc5,2.5568271679,1,0.919947438537,0.0229685162224,2,2,2,134,12,166,0,0.078313253012,0.921686746988
7b0b77099f59c884ef539ad3b9aaa34b,1.71064290071,1,0.999076526287,-0.053667609336,4,2,2,83,7,108,0,0.0925925925926,0.907407407407
fe19ac3b0b116d88990e77970260ca0c,2.05112503555,1,0.991718831482,-0.0655594219226,3,4,3,80,8,99,0,0.0909090909091,0.909090909091
878ae84e2db796f570c3dc7c56e4a925,1.31896438843,1,0.999897401293,-0.159372610106,5,5,2,0,11,28,0,0.535714285714,0.464285714286
97fc8f23d081eb5efb96a6606c8a4bde,0.456334432293,1,0.823727473086,-0.188441485318,3,2,3,0,2,6,0,0.333333333333,0.666666666667
223411367fc04b24eedfd58d64891c06,0.615990578321,1,0.998127952059,-0.188441485318,1,2,1,0,2,6,0,0.333333333333,0.666666666667
98ff7190b1e41b8d5e12dc1661c67ad5,2.77371797502,1,0.998083109957,0.506568894746,4,2,2,0,1,270,262,0.00751879699248,0.992481203008
144584d4e62f9bb90d2a830cd6d51606,2.3370521329,1,0.999780629056,0.0441095163764,8,58,2,0,91,182,0,0.521978021978,0.478021978022
c5290c8bb9aefbec3b27546fa5096c62,0.456334432293,1,0.998873958802,-0.191084110337,2,2,1,0,1,4,0,0.25,0.75
733efcdbfeb01c7a934cc78cad5827f7,0.615990578321,1,0.973589514923,-0.187120172808,2,3,2,0,1,7,0,0.285714285714,0.714285714286
a600bbb4ce58ab517a6807286515e289,2.58990319908,1,0.919800242094,0.185489954907,4,40,2,103,74,289,0,0.262975778547,0.737024221453
4f6c1b24578a8436bb7e09fb581721b3,1.39593684008,1,0.998394691321,-0.152766047558,1,2,2,10,9,33,0,0.272727272727,0.727272727273
3c7e0375c495c7822227f4d7c661ecce,2.04414807826,1,0.986693867085,0.00314882857799,8,3,2,111,12,151,0,0.112582781457,0.887417218543
5b9133c04016ab4b532046e55ab80578,0.623848004006,1,0.999188361902,-0.187120172808,2,3,1,0,2,7,0,0.285714285714,0.714285714286
e152b4eefe1e2a477af571b0be8fe69f,1.63107862968,1,0.975992945153,-0.115769297288,2,2,2,52,3,61,0,0.0655737704918,0.934426229508
ff18d3f47004687d8b04e63fa6695f53,2.40534237875,1,0.999809404343,0.238342455292,3,2,2,304,10,329,0,0.0334346504559,0.966565349544
9d0eb669697cf1630751bf79963dc7fc,0.815186210796,0,0.923209031726,-0.152766047558,2,3,2,28,1,33,0,0.0606060606061,0.939393939394
30e73a31226400c9ce263c1e6b82f1a6,0.456334432293,0,0.645068270505,-0.187120172808,2,1,1,0,3,7,0,0.428571428571,0.571428571429
9c8eac9576ed0e70d2948f7e007566ba,1.30618838419,0,0.999114695394,-0.162015235125,3,4,2,15,2,26,0,0.115384615385,0.884615384615
0e6389d99d9e5acf13c9182c05a5e111,1.90327051866,1,0.881080630569,-0.064238109413,2,2,2,90,5,100,0,0.05,0.95
d21c9b8cc99e9ef72fca6bd3b7772cca,2.04348128262,1,0.996893904261,0.122066954444,2,4,2,224,7,241,0,0.0331950207469,0.966804979253
e425aea7600fa33157b4878d2af65216,0.961285752585,1,0.998175933332,-0.177870985241,3,6,2,0,3,14,0,0.357142857143,0.642857142857
4d9d1ab42fca756909f5adb25561bb0d,2.47726289686,1,0.999305274665,0.190775204945,2,11,2,126,83,293,0,0.283276450512,0.716723549488
16cdf9a151b16b83fd894544bf975e90,0.651950837378,1,0.982641478431,-0.185798860299,3,3,2,0,2,8,0,0.5,0.5
8fabaa39751b15a03eac2a5505f5423e,2.63639143894,1,0.996750704715,0.304408080773,5,2,2,335,15,379,0,0.0474934036939,0.952506596306
beabc008d2dd609f95e9fdd11b73cb5c,1.39852865946,1,0.84673015942,-0.0615954843938,2,2,2,98,1,102,0,0.0196078431373,0.980392156863
edb9e97f7e4b9bf710046d27a2b74c91,3.00476703521,1,0.999789363141,1.29274983797,4,223,2,186,434,1127,0,0.387755102041,0.612244897959
b96916d5077af6c069e5d45d2b996126,1.93560050545,1,0.999907872896,-0.0959496096441,8,3,2,0,22,76,0,0.342105263158,0.657894736842
88fce753e029cc944b249412e562c209,0.815186210796,1,0.97453798634,-0.0338479216916,1,26,2,97,1,123,0,0.00813008130081,0.991869918699
7e0302694a2c83fb2215c5ca2f6499dc,0.286835983056,1,0.965486997469,-0.193726735356,1,2,2,0,1,2,0,0.5,0.5
fa7acba87107a1cc85cd57a138a6b2a4,1.53585519555,1,0.998900326096,-0.0563102343552,2,2,2,101,1,106,0,0.0188679245283,0.981132075472
14a9ce0cf7c6cccf2743b59a559ec42d,0.779225951739,1,0.99846618103,-0.18183492277,3,2,2,0,3,11,0,0.363636363636,0.636363636364
41eaba7b44b3613da785167d53288f18,2.24621383668,1,0.999900558668,-0.064238109413,4,2,2,45,22,100,0,0.25,0.75
82c0d2be40fd45bed10abb451973a110,1.80478846951,1,0.97618635454,-0.0867004220767,2,6,2,67,7,83,0,0.0963855421687,0.903614457831
f574bcc7c5951444dd4b5f519de9dc27,0.544283732969,1,0.99771458998,-0.189762797828,1,2,2,3,1,5,0,0.2,0.8
4ed13bbb660dd168a6920dab15ada8f1,1.20343985833,1,0.999216175621,-0.151444735048,7,3,2,0,9,34,0,0.382352941176,0.617647058824
ea89976e9e343734dfdc9af1705d4fa5,0.882383053075,0,0.996472968825,-0.175228360222,1,2,2,11,2,16,0,0.125,0.875
ee8c8de87d61afd3aff6b902774b0655,2.39481439795,1,0.999556052971,0.237021142782,2,12,2,253,36,328,0,0.112804878049,0.887195121951
289fe433818e5e3ce04b8b001d145acc,1.30480613536,1,0.999865678814,-0.163336547635,5,3,1,0,6,25,0,0.28,0.72
f6fe4d8ab52b9f45ab01a9b1c7df1dad,0.51409669734,1,0.997396764701,-0.188441485318,3,2,2,0,1,6,0,0.333333333333,0.666666666667
8a179d02f5cab60460f1f10b587a0a98,0.894750481832,1,0.991574933603,-0.172585735202,2,1,1,0,8,18,0,0.444444444444,0.555555555556
6384425850b80afde78b63a5f6cefe9d,1.76594398258,1,0.997959949096,-0.114447984779,1,26,2,11,25,62,0,0.403225806452,0.596774193548
df2f7d17d9bdaa21d224a61329a65c88,3.17805383035,1,0.998108886913,1.48962540191,1,4,2,45,516,1276,0,0.404388714734,0.595611285266
724aaa7c29b3951209892865163fc73b,0.936599518718,1,0.974184599066,-0.179192297751,1,2,2,0,3,13,0,0.230769230769,0.769230769231
59399f670aea6b599eaac3c0041f4a49,2.01516477649,0,0.989112049006,-0.0695233594515,9,4,2,61,7,96,0,0.135416666667,0.864583333333
bbbcc659ce7264feadb67e32faa2425e,2.11653105352,1,0.997944015208,-0.0140282340472,2,8,2,83,19,138,0,0.144927536232,0.855072463768
d0697ec166d63dd643d31ddd41310e06,1.90615474654,1,0.794711117637,0.104889891819,4,18,2,193,8,228,0,0.0482456140351,0.951754385965
aef27c2e105e629b02176a640eca96b9,0.882383053075,0,0.932473522149,-0.18183492277,2,3,1,0,3,11,0,0.363636363636,0.636363636364
b1a22460f3a3117c774ff7a57833b212,2.27928986786,1,0.999660502795,-0.0298839841627,5,13,2,0,22,96,30,0.206349206349,0.793650793651
8dc1267319bf7200293c5ddfc6fd322c,2.1496070847,1,0.999686166405,0.0335390162994,2,2,2,140,16,174,0,0.0919540229885,0.908045977011
acc977f84c6ed517caf9b28981885da3,1.25735762235,1,0.618638174169,-0.143516859991,3,2,2,6,16,40,0,0.4,0.6
15d36669c9dedc6d441617fe496c334e,1.61734342131,1,0.998684205676,-0.143516859991,3,2,1,0,9,40,0,0.25,0.75
18219b07468845cef7150eb4715e7359,1.20343985833,0,0.287477796125,-0.168621797674,3,5,1,0,5,21,0,0.285714285714,0.714285714286
c14d1f02ab7da67acb3b0407153df814,0.983087758575,1,0.997025178661,-0.175228360222,3,6,2,0,6,16,0,0.5,0.5
205ea3157248eb4dc6e51af2d0b71d5d,1.15637455371,1,0.986261741275,-0.136910297443,2,2,2,39,2,45,0,0.0444444444444,0.955555555556
708759ab52979190cae1b1242aef64c1,0.623848004006,1,0.959980871649,-0.187120172808,1,2,2,0,4,7,0,0.571428571429,0.428571428571
90d73f69d6c295a603ce1efcddaae495,2.4372099084,1,0.999425626643,0.186811267416,2,2,2,8,109,290,0,0.375862068966,0.624137931034
53db03075f523519a5e411eed11faf50,2.49906490285,1,0.999573728956,0.194739142474,3,14,2,264,12,296,0,0.0472972972973,0.952702702703
705801bd18f03d2816dbf4653a2e0ae1,1.13457254772,1,0.999181566503,-0.0814151720382,2,2,2,79,3,87,0,0.0459770114943,0.954022988506
1ccd1b27e25408766c2e2c022e4bc61b,2.03696678248,1,0.999524465021,-0.0682020469419,7,49,2,27,7,97,0,0.123711340206,0.876288659794
d8e8069353c8ad594e60791083f83756,0.544283732969,1,0.695188883141,-0.189762797828,1,2,2,0,2,5,0,0.4,0.6
1b0cee4268b56794fed53ac6ba14100e,0.286835983056,0,0.671801431636,-0.193726735356,1,2,2,0,1,2,0,0.5,0.5
766ff40cfaceb580a15309d971167c6a,2.22152760281,1,0.999716119859,0.157742392204,3,11,2,236,13,268,0,0.0559701492537,0.944029850746
470ed9ee9d0a1057afde279715239590,1.90728399932,1,0.999325212701,-0.101234859683,1,12,1,0,23,72,0,0.319444444444,0.680555555556
98aa810a64593ec41fe8c20b20793688,0.997907583168,1,0.951568657158,-0.151444735048,1,3,2,30,2,34,0,0.0588235294118,0.941176470588
bee5a572e4a0cac22ee8db4ce34426db,1.27022812514,1,0.996758547543,-0.151444735048,2,17,2,0,14,34,0,0.441176470588,0.558823529412
febfcb36c155148f9b91eb244e5369fc,1.51405318956,1,0.992336114642,-0.0827364845478,3,4,2,72,5,86,0,0.0697674418605,0.93023255814
e6f5606af1ca9ecafb91601e91c24f96,0.762104222047,1,0.984304859695,-0.176549672731,3,1,1,0,7,15,0,0.466666666667,0.533333333333
32bea2a538c9035987f48336d1d0cadf,1.59361746059,1,0.995053146632,-0.106520109721,1,2,1,0,30,68,0,0.441176470588,0.558823529412
aefede4d85cf51896f28c65b41131286,0.456334432293,0,0.219913522219,-0.189762797828,1,2,2,0,2,5,0,0.4,0.6
8290b770d97ca99e24235f7ae3e55189,3.1202915653,1,0.998930200804,2.61009841007,5,304,2,266,921,2124,0,0.435028248588,0.564971751412
e660b65b4e456fb4c89f70509c6acc70,1.94324425838,1,0.999073969947,-0.106520109721,4,4,1,0,24,67,1,0.367647058824,0.632352941176
7adfe06cf40fe866cf754515b9e3b7a0,1.05500827669,1,0.995109244858,-0.14615948501,2,3,2,29,3,37,1,0.0789473684211,0.921052631579
6be095394c820208acc4957fbce66949,1.64678918022,0,0.997712465905,-0.102556172192,3,3,2,61,3,71,0,0.056338028169,0.943661971831
f2e2b348af54b387e1dd33b81caed822,1.05500827669,0,0.988298115505,-0.173907047712,2,4,2,0,5,17,0,0.352941176471,0.647058823529
