,_entropy_hour,_label,_rate,_total,cnt_firmware_ver,cnt_payload_ip,cnt_profile_id,condition_updated,payload_lastwill,payload_malf_false,payload_malf_true,ratio_offline,ratio_online
c55c9fffaf74bf32387d064902aea6a2,1.9674680351,1,0.989210596018,-0.0972709221537,1,2,2,31,22,75,0,0.293333333333,0.706666666667
89216940e6fb0bc2b24fe2b2946ab14c,2.4631046438,1,0.997339328214,0.112817766877,4,15,2,180,22,234,0,0.106837606838,0.893162393162
520df80cbb9b064301cd699aa1e207bd,2.22152760281,1,0.999532064884,-0.0589528593745,3,2,2,0,42,104,0,0.423076923077,0.576923076923
ddf9f59b47d3e73378b2f348b3a6bdb4,2.88924250511,0,0.999366556004,0.661162458372,2,35,2,80,270,649,0,0.417565485362,0.582434514638
b834a06b072079a9d87d0b447249a572,1.53677021956,1,0.999837765091,-0.1448381725,6,3,2,0,12,39,0,0.410256410256,0.589743589744
6bdbb12517732d79b2cc701c1a4ce16e,1.44213267144,1,0.999602488968,-0.1448381725,5,18,2,0,12,39,0,0.358974358974,0.641025641026
80a5ffa76c9d2c9f8cfaf6e577ebf96a,1.05566984821,1,0.990337585363,0.00447014108762,3,2,2,145,2,152,0,0.0197368421053,0.980263157895
3bc5db0da9bc1f4524791258ef202fc3,0.456334432293,1,0.994779425214,-0.189762797828,1,2,2,0,3,5,0,0.6,0.4
07b98debe4a85247388e99b59de582da,1.17650560103,1,0.994957751756,-0.155408672577,4,4,2,0,13,31,0,0.516129032258,0.483870967742
a4dc13f9a7b364b910cf249a70c1dd1a,0.721463686693,0,0.994069277213,-0.185798860299,1,1,1,0,2,8,0,0.25,0.75
619195551b14dc8ac77fdc12319b1bb6,1.31896438843,1,0.999877259901,-0.160693922616,5,4,1,0,8,27,0,0.333333333333,0.666666666667
be07cfc59efc2bf5e3e0a9ff7a75fc38,1.0710465946,1,0.749772860716,-0.143516859991,2,2,2,34,2,40,0,0.075,0.925
d1c53010d976600ec535ff61ec4d677b,1.13457254772,1,0.989898090907,-0.107841422231,1,2,2,59,4,67,0,0.0597014925373,0.940298507463
81b12ef3149bd4849d78f41df5406411,2.57862917389,1,0.99977257043,0.0678931415497,4,3,1,0,77,200,0,0.39,0.61
1e27d8d623736c105edb88e882f3c01d,1.3102811136,0,0.999345539874,-0.155408672577,3,11,2,0,12,31,0,0.451612903226,0.548387096774
aa8f4186c9619694f9f9c251c32d7e3b,1.05938459334,0,0.990434748667,-0.172585735202,1,2,1,0,7,18,0,0.388888888889,0.611111111111
4eb4b74652f6832a92fe7cc377cdf240,1.92862354817,1,0.999438811706,-0.0906643596056,1,13,2,0,34,80,0,0.425,0.575
6f963f5f764d4c21c2155c3e4e3807fb,1.2583178955,1,0.998668734377,-0.162015235125,2,2,2,0,14,26,0,0.576923076923,0.423076923077
31df8078eea46d3bb129544e347b212d,1.05566984821,1,0.997797046235,-0.117090609798,2,2,2,54,1,60,0,0.0333333333333,0.966666666667
9e66a7f5d7f04caef71d5ffdfa153140,0.789277373461,1,0.997879427476,-0.163336547635,3,2,2,0,10,25,0,0.44,0.56
54124f3fdb61405427b0e8c1c55ee18d,1.30618838419,1,0.994634590319,-0.0814151720382,2,2,2,82,2,87,0,0.0229885057471,0.977011494253
40bca238e93e121b3e6da191888527c9,1.93560050545,1,0.99741576147,-0.0827364845478,6,30,2,0,32,86,0,0.406976744186,0.593023255814
dd77a3372e062a58b0824436d09cb9f6,1.64102072447,1,0.997345559846,-0.138231609952,1,6,2,0,20,44,0,0.454545454545,0.545454545455
1323560ab1ca3223f40c9f4e89e3f6ea,0.623848004006,1,0.998917251888,-0.187120172808,2,2,2,0,2,7,0,0.285714285714,0.714285714286
79980ec074040877c0d4ea16fe637207,0.994361783764,1,0.997625258021,-0.175228360222,2,2,1,0,4,16,0,0.3125,0.6875
6c6adec332dc4104d887ca3a656377fb,0.802818782038,0,0.98507956724,-0.179192297751,2,7,2,0,5,13,0,0.461538461538,0.538461538462
63de85a58fd369116cf530a5d788e529,0.735621939759,1,0.995574782189,-0.184477547789,2,1,1,0,1,9,0,0.222222222222,0.777777777778
7a3f4b1032a79de8729c6ffb385015bd,1.93989757336,0,0.989808926606,-0.0298839841627,2,2,2,102,10,126,0,0.0873015873016,0.912698412698
96733205b12e8fa2032e76b60581601e,0.651950837378,1,0.870490608429,-0.185798860299,1,5,2,0,4,8,0,0.5,0.5
3d010efdec4d21c44e1101198bcb122e,1.21086938249,1,0.991191802599,-0.158051297597,1,6,2,0,12,27,2,0.413793103448,0.586206896552
14c741b592cc9367f3bc3f8189ced44d,0.976105577178,1,0.999481126024,-0.175228360222,4,2,2,0,5,16,0,0.5,0.5
7710f700b57f2278b32ce5dfa7cd5689,0.815186210796,1,0.997327293481,-0.18183492277,4,2,2,0,2,11,0,0.454545454545,0.545454545455
81e9844182320564b2c7482dc4c054df,1.59361746059,0,0.467565634896,0.0441095163764,3,3,2,172,3,182,0,0.0274725274725,0.972527472527
58a7e05f5216e8a67b5b34960eda117d,0.56608573896,1,0.992307101099,-0.183156235279,3,3,2,0,3,10,0,0.4,0.6
b2ce16e25d53f6d232a1237fce3fca91,2.86744049912,1,0.996666970674,0.609631270497,2,222,2,14,286,610,0,0.470491803279,0.529508196721
64c2eea6e41447e9d3cce74fc0fefc8c,1.09861228867,1,0.902717565857,-0.154087360068,2,3,2,24,2,32,0,0.09375,0.90625
e50c88ea02ab968ab68d10b950ed123b,2.58990319908,1,0.999850694066,0.333476955985,9,2,2,333,21,401,0,0.069825436409,0.930174563591
e5b22f186d65c39e8dd8c2aee996645f,0.450561208866,0,0.998716035584,-0.191084110337,1,1,1,0,1,4,0,0.25,0.75
0dfd05e6d61c6227e80e383030487f93,0.789277373461,1,0.99667596521,-0.18051361026,5,2,2,0,2,12,0,0.416666666667,0.583333333333
b1a9d7ea3a4c54c8438ed3098a2de530,0.896541306141,1,0.998496492321,-0.177870985241,3,3,1,0,6,14,0,0.428571428571,0.571428571429
7ab435d0e1526a6039ecf0d05da297a9,0.735621939759,1,0.998197827863,-0.184477547789,3,1,1,0,3,9,0,0.333333333333,0.666666666667
31878984b1f1308eab87271d320e28da,0.544283732969,1,0.9778916906,-0.187120172808,3,1,1,0,2,7,0,0.285714285714,0.714285714286
8e698a8e502df2dad4305b7a34eb5ee7,0.731515108415,0,0.929560255618,-0.179192297751,2,2,2,0,5,13,0,0.461538461538,0.538461538462
fde37b613fc88dfdbe6f52aad347d3f9,0.544283732969,1,0.411128964199,-0.189762797828,1,2,1,0,2,5,0,0.4,0.6
31d21db42ba7ca940de0738e23b0df1e,1.56722490918,1,0.99728334179,-0.1448381725,2,2,2,33,1,39,0,0.0512820512821,0.948717948718
29a3cda53dc4c3a2bfbf5b7321d16c6f,0.51409669734,1,0.83863096045,-0.188441485318,2,2,2,0,3,6,0,0.666666666667,0.333333333333
467ee2946a5b7efb67fef451d8741f1f,0.456334432293,1,0.998356238425,-0.189762797828,2,2,3,0,1,5,0,0.4,0.6
35eabecb54fc7bf24b65b58e7c5a802d,2.38354037276,1,0.999385497747,0.0956407042519,1,2,2,89,64,221,0,0.289592760181,0.710407239819
4baae54d12d28d70485c7bd7629a14ab,1.55765720154,1,0.999417017519,-0.0272413591434,3,6,2,102,10,127,1,0.0859375,0.9140625
3a08b4bacf54471a27e388093e8a8f83,1.60927662368,1,0.999666380036,0.0150406411646,4,5,2,142,3,158,2,0.03125,0.96875
40c392baca2ff5678fdbb053e6110638,1.76840516576,1,0.997193064623,-0.115769297288,2,2,2,29,14,61,0,0.229508196721,0.770491803279
33bc4b090fb5957a7ed368bcba01bc24,0.779225951739,1,0.669181232751,-0.171264422693,2,2,2,15,1,19,0,0.105263157895,0.894736842105
56afca2fccb8d124bf43510e5f986e74,0.544283732969,1,0.983881662769,-0.189762797828,1,2,2,0,2,5,0,0.4,0.6
2fc416b6226a63425957b33ed6b4f65e,0.918343312131,1,0.941045794272,-0.175228360222,1,7,1,0,8,16,0,0.5,0.5
ac90266efb8c1aa2a78a860e9e47d46c,1.63263092715,0,0.951496506119,-0.143516859991,2,2,2,0,15,40,0,0.4,0.6
c4fe786d28430c1d488669e86f744a0d,0.896541306141,1,0.999470525259,-0.176549672731,4,2,2,0,5,15,0,0.533333333333,0.466666666667
816106af7e0b5a737537e1c9d1f54848,2.88924250511,1,0.999841786465,0.31497858085,10,26,2,296,35,387,0,0.108527131783,0.891472868217
cd221745b2e48e49b7b44c16862d8576,0.976105577178,1,0.998468324167,-0.131625047404,2,2,2,45,1,49,0,0.0408163265306,0.959183673469
05042821e30bd3fefc1ee8a511f69b9a,1.50946264414,1,0.999747912243,-0.152766047558,6,3,2,0,9,33,0,0.393939393939,0.606060606061
4e3c23d5aed83b2dd94f33a8b7cd1201,0.894750481832,1,0.889633223753,-0.158051297597,1,3,2,26,1,29,0,0.0344827586207,0.965517241379
f958b9b0d75013099e64885d7f7da781,0.623848004006,1,0.746543849876,-0.187120172808,1,2,2,0,3,7,0,0.428571428571,0.571428571429
1ab968a4b50caa692b32e68caa80ae15,0.623848004006,1,0.997388302561,-0.185798860299,1,2,2,0,5,8,0,0.625,0.375
8a444ed017d4ecb5ffac3efa023bc5a9,1.11714685839,1,0.992463565085,-0.172585735202,2,2,2,0,4,18,0,0.277777777778,0.722222222222
fa67fd4d779c20810edde273a9af643d,1.54542290319,0,0.400868423976,-0.140874234971,2,2,2,11,15,42,0,0.380952380952,0.619047619048
7fb9ca0db98dbe2a7d64b502b016db8b,1.59511837062,1,0.998532836429,-0.0338479216916,3,6,2,97,11,123,0,0.0975609756098,0.90243902439
c6cfcb6fe3c2f22355bc6e42e3bbdd21,3.06252930025,0,0.756877525122,30.1819265485,3,17,2,170,1847,22991,0,0.0804662694098,0.91953373059
81598d3aaedfe44db367334b618f34c9,1.36256840041,1,0.99356585617,-0.0615954843938,3,2,2,96,2,102,0,0.0196078431373,0.980392156863
3197b28b36e74609c87fdb5ef70fee83,2.37301239196,1,0.999555069783,-0.000815108950893,3,2,2,84,29,148,0,0.209459459459,0.790540540541
258bca6528d86e08145eae76f0f30508,1.06184577652,1,0.919305611457,-0.158051297597,3,3,1,0,11,29,0,0.379310344828,0.620689655172
802491c9d1d38fda9e8a2db4e2d3ad0b,1.49989493649,1,0.962053096737,-0.122375859837,2,4,2,40,4,56,0,0.0892857142857,0.910714285714
c26a867f7f11ebe13dd10eb2ffbadda2,1.46297440428,1,0.989795772785,-0.119733234817,2,4,2,41,8,58,0,0.137931034483,0.862068965517
90200335d044815c6b1f753dc5673577,1.43540394254,0,0.996423104192,-0.158051297597,2,3,2,12,6,29,0,0.241379310345,0.758620689655
5cd0a815e86daf2f5a95ddc18d70bc20,1.45629092451,1,0.914671638961,-0.14615948501,2,2,2,34,1,38,0,0.0526315789474,0.947368421053
81efbe47285f47240ebe2824a256b310,2.2963323488,1,0.979458465332,-0.0193134840857,2,2,2,81,25,134,0,0.186567164179,0.813432835821
7e6b77c02faf9ea372201198f1838018,1.92795675253,1,0.999916568615,-0.113126672269,5,12,2,11,17,63,0,0.333333333333,0.666666666667
7e6096f160b1e457cb88ea49731fb879,1.45629092451,1,0.917995070256,-0.134267672423,2,11,2,33,2,47,0,0.063829787234,0.936170212766
0424de084cdd081c67f34e7956cdebe6,2.03696678248,1,0.997832482331,0.000506203558734,2,9,2,123,12,149,0,0.0872483221477,0.912751677852
35db89da0699b500cbc4b9927bd36910,0.961285752585,1,0.99847292695,-0.175228360222,2,3,2,0,7,16,0,0.5,0.5
ad15226687bf938c3a8a64b74f6140f7,1.01289635349,1,0.9991338241,-0.177870985241,4,3,2,0,2,14,0,0.357142857143,0.642857142857
74361ad96e6888473c65ad053f63c716,2.07004281366,1,0.985040809806,-0.0721659844708,2,2,2,0,46,94,0,0.5,0.5
3882ac5653b83d990311bb36e8d1ad4e,2.67235169799,1,0.999882193277,0.42068358162,11,3,4,317,37,467,0,0.100642398287,0.899357601713
c5b234249827813ebd002655473f4e51,0.860203062805,1,0.999322695536,-0.18183492277,4,1,1,0,2,11,0,0.272727272727,0.727272727273
5f2b44134296c7718ab77deea908fa27,1.85958725793,1,0.999795292349,-0.0549889218456,5,5,2,85,5,107,0,0.0747663551402,0.92523364486
ef2bbd0257e2e3a267c2b74826e28f67,0.721463686693,1,0.999598638611,-0.183156235279,3,2,2,0,2,10,0,0.4,0.6
ff279ecf2747d3f0e9a8c95f9a8ffa15,2.47726289686,1,0.943183594361,0.501283644708,1,3,1,0,71,528,0,0.13446969697,0.86553030303
6ae0be675f54ce116434ec7b29aed5ba,0.933720058514,1,0.988158575299,-0.173907047712,1,7,2,0,7,17,0,0.411764705882,0.588235294118
06d502efa70583803199c1f557c3b077,1.80303349442,1,0.995282337357,-0.126339797365,1,1,1,0,15,53,0,0.283018867925,0.716981132075
4a1b670d21e3e61b5cd59856488ebc7e,0.789277373461,1,0.999268410577,-0.173907047712,2,3,1,0,7,17,0,0.411764705882,0.588235294118
e5c5a47f3cfac283bd9a86bd2fac22db,2.27519713845,1,0.993443726273,0.123388266954,1,10,2,0,112,242,0,0.462809917355,0.537190082645
7c6fad69da8227deab68f774f294b169,1.03469835948,1,0.985104095273,-0.176549672731,2,2,2,0,4,15,0,0.333333333333,0.666666666667
73ec872e5f937024881ebcd9cce67ab7,2.28217409573,1,0.991387923851,-0.000815108950893,2,7,2,50,47,148,0,0.324324324324,0.675675675676
1739c2c9bb7f072bb9acda8525fd86bc,1.35065710175,1,0.973713941402,-0.155408672577,2,5,2,20,3,31,0,0.129032258065,0.870967741935
8198fb71603f9afcb97df1932abd2b1b,1.28300412937,0,0.452411779103,-0.162015235125,6,3,2,0,5,26,0,0.346153846154,0.653846153846
0f3d7abddfa0f412b49e2a20948188ac,1.97920451743,0,0.985017230629,-0.102556172192,3,2,4,42,5,71,0,0.112676056338,0.887323943662
4d0ba817e38e9578476a3e88a837b538,0.623848004006,1,0.998297843845,-0.179192297751,1,2,2,0,8,13,0,0.615384615385,0.384615384615
46cde929fbd932c15487b5f28f7da06a,0.56608573896,1,0.888966899032,-0.188441485318,3,2,2,0,1,6,0,0.5,0.5
d6cf1e2a4ea811e176000b34b5c72fdd,2.00752102357,1,0.997418535787,0.0123980161454,2,7,2,140,8,158,0,0.0569620253165,0.943037974684
040a97ca506ae36a0dbd5c395e68be69,1.31637256904,1,0.999104037826,-0.162015235125,3,14,2,0,5,26,0,0.192307692308,0.807692307692
c2170db5c66a2b133ec40f61f21f0fa6,2.13068930658,1,0.999153748245,-0.0483823592975,3,18,2,58,19,112,0,0.178571428571,0.821428571429
172e6c203f526c15fcb3b4e57dfa23db,3.00476703521,1,0.999903125181,1.01131027342,8,2,2,295,263,914,0,0.294310722101,0.705689277899
8796e61e7de25468403a3872bd00370c,1.09246062452,0,0.998902898691,-0.168621797674,3,1,1,0,3,21,0,0.142857142857,0.857142857143
cd1371c96bffc5815668ff64db3664c5,2.06883431213,1,0.982114015237,0.0295750787705,2,20,2,133,14,171,0,0.0877192982456,0.912280701754
b665b6d041318789adf602828abf82e7,0.976105577178,1,0.997229736284,-0.164657860145,2,4,2,0,14,24,0,0.583333333333,0.416666666667
c9e566be9e96539777a8c36014925af8,1.93150777605,1,0.999412610054,-0.00477904647978,2,3,2,129,6,145,0,0.048275862069,0.951724137931
7382156d51887f8457b47043498882f9,0.709713102424,1,0.965866822588,-0.185798860299,1,2,3,0,3,8,0,0.5,0.5
c85ad5c89e3458b6d4c1373e070f4ab6,0.286835983056,1,0.99195532509,-0.193726735356,1,1,1,0,1,2,0,0.5,0.5
d235ae01a3b37ab7cdaabc80baea9333,0.651950837378,1,0.999060047477,-0.187120172808,3,1,1,0,2,7,0,0.285714285714,0.714285714286
908999b51348662899bf7cb8880083e4,2.67235169799,1,0.999757153633,0.1022472668,3,2,2,0,65,226,0,0.296460176991,0.703539823009
0264b33ef2e8c9b8325f9a5712b004f2,1.27022812514,1,0.993794222223,-0.165979172654,1,3,2,0,10,23,0,0.434782608696,0.565217391304
4ffc847169d802e8b7b51d40bba0597f,2.07292704154,1,0.993998637678,-0.0153495465568,2,13,2,109,13,137,0,0.102189781022,0.897810218978
6912b1d7d171fa7069ab36c25eed22cf,1.73474324857,1,0.935282401329,-0.102556172192,4,7,3,54,5,71,0,0.0704225352113,0.929577464789
13708827868c28c7750d39515a1c8e4c,1.94687453064,1,0.998083727649,-0.07480860949,3,6,2,71,9,92,0,0.108695652174,0.891304347826
89fbe091c43b5bd3b62f10f00f97ee78,1.66094743329,1,0.916842425909,-0.127661109875,3,1,1,0,9,52,0,0.192307692308,0.807692307692
a6baef525413c14db6d10d463fee38d7,0.896541306141,1,0.574546927831,-0.18051361026,3,2,2,0,3,12,0,0.333333333333,0.666666666667
00c4c48f8cd3ec8f2d1e850ac9990a2d,1.80545526515,1,0.999058103705,-0.0391331717301,4,2,2,83,5,119,0,0.100840336134,0.899159663866
de75daa4e91d42f8363901efb40c3158,2.49906490285,1,0.999478176634,0.0401455788476,1,2,2,98,31,179,0,0.173184357542,0.826815642458
91d4836af429387d1272ac94afc70a54,0.623848004006,1,0.979808249673,-0.18183492277,3,3,1,0,4,11,0,0.363636363636,0.636363636364
e380c16888f2b0075049b05432404377,2.53502516191,0,0.998545308208,0.20927358008,4,17,3,178,63,307,0,0.208469055375,0.791530944625
d7d8c9bec7bd31c62adf1c6e2fcc34ab,1.79250551362,1,0.979527024256,-0.123697172346,1,2,2,0,29,55,0,0.527272727273,0.472727272727
88ddd19aa405aaf2cd4fa709e9d1fc7e,1.68704650718,1,0.979103924617,-0.123697172346,2,7,2,37,8,55,0,0.163636363636,0.836363636364
fe19474b0b92317b2a5bf3d1348c3c1b,1.6132506919,1,0.89988758373,0.0295750787705,3,2,2,151,8,171,0,0.0584795321637,0.941520467836
41745bc3fa61b54113cfb9999ea78ba2,1.29043365353,1,0.992366744728,0.0084340786165,2,2,2,149,2,155,0,0.0193548387097,0.98064516129
f218de6a6652f217c6b8623f533c6b7c,0.976105577178,1,0.983247715582,-0.165979172654,1,2,2,11,5,23,0,0.217391304348,0.782608695652
68a395fdff65d18efbefe8086455bd9e,0.56608573896,1,0.925299446241,-0.188441485318,3,2,2,0,1,6,0,0.5,0.5
46567028009c3d98a04b9f74ca48545a,0.456334432293,0,0.975810760504,-0.191084110337,1,2,2,0,2,4,0,0.5,0.5
b6b35038eaa39fdb28c4e22241d16987,1.2583178955,1,0.9974057844,-0.168621797674,1,3,1,0,7,21,0,0.333333333333,0.666666666667
a24a88b0bb71f143fa1af08c42b9560c,0.836988216786,1,0.985180053251,-0.0800938595285,1,2,2,85,1,88,0,0.0113636363636,0.988636363636
8d3a3c9cccd38980809a31fb110216bd,1.04085002362,1,0.998788563854,-0.167300485164,1,2,2,0,12,22,0,0.545454545455,0.454545454545
90218934fd925d690839a2c4bb6ee390,2.06883431213,1,0.73039648086,-0.10916273474,1,2,2,38,14,66,0,0.212121212121,0.787878787879
e5965d4be14ad5e392a227707a3c626b,1.96458380723,1,0.999837168963,0.219844080157,3,3,2,291,9,314,1,0.0349206349206,0.965079365079
6289b796e450627615205428d45f998e,2.19684136894,1,0.940375678942,0.201345705022,3,4,2,182,53,301,0,0.182724252492,0.817275747508
9e81a863a9921a54db4ca90aa39a3ac8,2.3370521329,0,0.999646659124,0.0969620167615,2,2,2,123,47,222,0,0.211711711712,0.788288288288
e81f4854bd6af7dffa32a81be88b8bdf,1.32799039018,1,0.997398478031,-0.138231609952,1,2,1,0,20,44,0,0.454545454545,0.545454545455
295e91131bcca0af0269c9576dc320e3,0.456334432293,0,0.63994996146,-0.191084110337,2,2,1,0,2,4,0,0.5,0.5
5acd55b38d60277f768b473535f50474,1.34979239617,1,0.910549935602,-0.0602741718841,2,2,2,75,7,103,0,0.0776699029126,0.922330097087
f18a77971dacc1f152a01ef2ba271b19,0.709713102424,1,0.990529892707,-0.171264422693,2,2,2,0,7,19,0,0.421052631579,0.578947368421
fccaad7f638fe704ab6cb6c529149627,1.60318516824,0,0.931382440385,0.0546800164535,3,2,2,179,2,189,1,0.0210526315789,0.978947368421
3098091b12ad8a3763600e60019594c7,1.05500827669,1,0.531867560419,-0.173907047712,1,7,2,0,7,17,0,0.411764705882,0.588235294118
c8dbde83502606f7be45b6d89fc2f916,2.5568271679,1,0.999337981382,0.0850702041749,3,2,2,173,19,213,0,0.0892018779343,0.910798122066
3012fc0ebbfe02d667f720a6374e522a,2.83148024007,1,0.999862203084,0.641342770728,4,21,2,368,82,634,0,0.132492113565,0.867507886435
0998a7706b7e87ba897d8068554a54a8,1.13457254772,0,0.990538487614,-0.150123422539,2,10,1,0,9,27,8,0.257142857143,0.742857142857
bdbdb74c1646a689ee84c30608f4570e,2.04348128262,1,0.998524889277,0.181526017378,4,3,2,268,4,284,2,0.020979020979,0.979020979021
10e08fdeaad7e621c79cd98fe56a65ba,1.27189908381,1,0.577100766399,-0.150123422539,1,11,2,0,20,35,0,0.571428571429,0.428571428571
4091442046558da4c0588d22580a553a,2.26513161479,1,0.984589327869,0.0084340786165,1,5,2,37,59,155,0,0.38064516129,0.61935483871
9d37c871d3b6ab43993399adc0d2ff51,1.76231371031,1,0.989514118735,0.230414580234,6,2,2,300,7,323,0,0.030959752322,0.969040247678
bd6d90f3b533f16282d2b13a093c1dc3,1.83135000055,1,0.998448957467,-0.0695233594515,2,3,2,82,6,96,0,0.0729166666667,0.927083333333
38314a7eaf4ca4d8d581a3ca887cd040,1.65330368036,1,0.999474074608,-0.127661109875,4,2,2,39,2,52,0,0.0769230769231,0.923076923077
38b30a9b327f6201623b4b5c2af12a40,1.07681028268,1,0.85398694652,-0.168621797674,2,2,1,0,10,21,0,0.47619047619,0.52380952381
87e235de2a82d514d27225cc729b7453,0.636514168295,1,0.994044149392,-0.175228360222,1,2,2,8,4,16,0,0.25,0.75
65b6ec20a87147c421d4c0e109137ba8,1.05566984821,1,0.952692423423,-0.131625047404,1,3,2,42,3,49,0,0.0612244897959,0.938775510204
67612d0f3887cb4954dee7dc02df253e,1.09861228867,1,0.996776952733,-0.143516859991,2,2,2,34,2,40,0,0.05,0.95
b0a4c8e5da5649a1d2b51c49812e1553,1.52307919131,1,0.999414075998,-0.115769297288,2,2,2,52,3,61,0,0.0655737704918,0.934426229508
9f1f891d62fa5e6357f5268f01b60298,1.31148961513,1,0.999392265515,-0.165979172654,2,2,2,15,2,23,0,0.130434782609,0.869565217391
6d6fddf08ce699294a095fe11f9f7a93,0.709713102424,1,0.805404628121,-0.18051361026,2,1,1,0,3,12,0,0.25,0.75
1cc0a11cf7167ff6c17d6f4892b0cab4,1.96458380723,0,0.973393919366,0.181526017378,5,2,3,268,3,286,0,0.0244755244755,0.975524475524
544c2a0c27cf0d44faba97457496cdc2,1.37213610805,1,0.998645026159,-0.139552922462,2,3,2,33,3,42,1,0.093023255814,0.906976744186
ce010bcf2f100a60f9956c28d1afc249,3.00476703521,1,0.999309058779,1.3376744633,1,12,2,70,545,1161,0,0.469422911283,0.530577088717
d4f50f61db32a4ac4724a8df7a7a7ed8,1.48477641027,1,0.990851339466,-0.132946359914,1,4,2,30,8,48,0,0.166666666667,0.833333333333
82c53b9486c80ec34fd5a49951b4327a,2.61458943295,1,0.97141743766,0.309693330812,6,3,2,332,18,383,0,0.0600522193211,0.939947780679
304cede58a92dc2c469e71dfa70fa660,1.13894886438,1,0.998741149438,-0.169943110183,3,1,1,0,6,20,0,0.3,0.7
176ee3bdb87e796a5ad6c5622192038f,1.31148961513,1,0.998675466422,-0.164657860145,5,3,1,0,6,24,0,0.291666666667,0.708333333333
8c9bf39fed7733ac128ba5058a2f5fbc,1.79063021645,0,0.968841122073,-0.0867004220767,3,4,2,57,11,83,0,0.144578313253,0.855421686747
8579ec604e82659f982bd73ec538212f,1.54616894758,1,0.997582864079,-0.148802110029,2,2,2,21,6,36,0,0.166666666667,0.833333333333
bf27d9279f2609ccd4a0d80e35d4c6dc,1.04085002362,1,0.99129482727,-0.169943110183,2,2,2,0,4,20,0,0.25,0.75
f43e556fdd9d92f6ad2c67295b383289,1.86079575946,0,0.76357653405,-0.103877484702,3,2,2,0,29,70,0,0.428571428571,0.571428571429
bf5b954ed77aaa6df99261c4196f5419,1.60318516824,1,0.993433050762,-0.0946282971344,2,2,3,59,5,75,2,0.0779220779221,0.922077922078
3750e0c75f6a554dec3658914603177a,1.70818171753,1,0.980259944072,-0.113126672269,1,2,2,35,14,63,0,0.222222222222,0.777777777778
fd1618454165b7198f21b66cfd591323,0.286835983056,0,0.774824351407,-0.193726735356,1,2,2,0,1,2,0,0.5,0.5
b6ee7ba6492bd08188cb85663868d156,0.918343312131,1,0.52203561684,-0.179192297751,1,2,2,9,2,13,0,0.153846153846,0.846153846154
2413b723ceb62134208d0845ba243475,1.04085002362,1,0.927937395837,-0.168621797674,3,6,1,0,6,21,0,0.380952380952,0.619047619048
ee7438168c43022f8e1b642bcc43c3b2,1.71064290071,0,0.999229232671,-0.00742167149903,1,7,2,128,6,143,0,0.041958041958,0.958041958042
0af353b2e434a0f7b95385ecbeefcea2,1.79063021645,1,0.999101553917,-0.0708446719611,2,3,2,88,2,95,0,0.0315789473684,0.968421052632
c839b68d4c723230b8c69d38dfced2bf,1.45340669663,1,0.996514185188,-0.11048404725,2,18,2,36,8,65,0,0.138461538462,0.861538461538
113ae1d7d7e9687064fdceb21a41c8fa,0.872948475842,1,0.987863720646,-0.128982422385,2,3,2,45,2,51,0,0.0588235294118,0.941176470588
a5cf5a0c021f07b0f84f4ca37fa8d6db,0.857035247681,1,0.983085986677,-0.172585735202,2,2,2,12,1,18,0,0.111111111111,0.888888888889
523451b6cd323bb523743ddd270a78a4,1.45629092451,1,0.992201147178,-0.0800938595285,1,14,2,28,19,88,0,0.215909090909,0.784090909091
2fd8accbb07d2f39ea0ecd435dd52068,1.79129701209,1,0.997977194638,-0.11180535976,2,2,2,31,12,64,0,0.203125,0.796875
a4d4ade0abaabdcaf96591acf18e7dea,1.68274943928,1,0.947715604316,-0.0523462968264,2,5,2,97,5,109,0,0.0550458715596,0.94495412844
3422d6a6453eea9ec133805bbc46600c,0.789277373461,0,0.96414089466,-0.167300485164,1,5,2,0,13,22,0,0.590909090909,0.409090909091
d65b3a1fa1347daa2a08900920aa245f,1.75654525456,1,0.999822458188,0.0454308288861,5,3,2,166,3,182,1,0.0327868852459,0.967213114754
666dcaf6ee3a6c5eaaeceac2a0d67ccf,2.04824080767,1,0.999551339572,0.0216472037128,2,2,2,143,10,165,0,0.0666666666667,0.933333333333
2d812076b0990594503b561773a5f9d8,1.95330978204,1,0.99600677151,-0.0615954843938,5,4,2,59,18,102,0,0.205882352941,0.794117647059
d29a2537506acb8d22df2fe03137409b,2.09063631812,1,0.999068526563,-0.0444184217686,2,4,2,85,8,115,0,0.095652173913,0.904347826087
5c9a769c1934a8240f9bfff7d5e8f01b,1.13457254772,1,0.998134680945,-0.158051297597,1,6,1,0,10,26,3,0.344827586207,0.655172413793
8c07b22db6d2b0688d7881ed20fddbd3,0.731515108415,1,0.99826640213,-0.184477547789,1,2,2,7,1,9,0,0.111111111111,0.888888888889
475d201acbe92394e71735149aca875c,0.836988216786,1,0.777359883658,-0.148802110029,1,2,2,34,1,36,0,0.0277777777778,0.972222222222
ebfc1b218dcbf924f2f4142cf34415f6,2.27928986786,1,0.998278113032,-0.0682020469419,1,14,2,35,27,97,0,0.278350515464,0.721649484536
a9b49c598d946e47e89ee7ba70d1640e,0.940145318121,1,0.976100680905,-0.0985922346633,2,2,2,68,2,74,0,0.0405405405405,0.959459459459
8898575e67382cd883384a433c8764e3,0.651950837378,1,0.631782472481,-0.184477547789,1,3,2,0,3,9,0,0.444444444444,0.555555555556
