,__EVENTCASE__,__PARENTALCONTROL__death_period,__PARENTALCONTROL__distinct_payload_app_id,__PARENTALCONTROL__distinct_payload_app_name,__PARENTALCONTROL__distinct_payload_device_id,__PARENTALCONTROL__distinct_payload_member_id,__PARENTALCONTROL__distinct_payload_profile_id,__PARENTALCONTROL__distinct_payload_reason,__PARENTALCONTROL__distinct_payload_url,__PARENTALCONTROL__event_type_continue_browsing_allowed,__PARENTALCONTROL__event_type_continue_browsing_requested,__PARENTALCONTROL__event_type_inappropriate_app_detected,__PARENTALCONTROL__event_type_kids_back_to_home,__PARENTALCONTROL__event_type_network_time_limited,__PARENTALCONTROL__event_type_web_site_filtered,__PARENTALCONTROL__hours_of_day_0,__PARENTALCONTROL__hours_of_day_1,__PARENTALCONTROL__hours_of_day_10,__PARENTALCONTROL__hours_of_day_11,__PARENTALCONTROL__hours_of_day_12,__PARENTALCONTROL__hours_of_day_13,__PARENTALCONTROL__hours_of_day_14,__PARENTALCONTROL__hours_of_day_15,__PARENTALCONTROL__hours_of_day_16,__PARENTALCONTROL__hours_of_day_17,__PARENTALCONTROL__hours_of_day_18,__PARENTALCONTROL__hours_of_day_19,__PARENTALCONTROL__hours_of_day_2,__PARENTALCONTROL__hours_of_day_20,__PARENTALCONTROL__hours_of_day_21,__PARENTALCONTROL__hours_of_day_22,__PARENTALCONTROL__hours_of_day_23,__PARENTALCONTROL__hours_of_day_3,__PARENTALCONTROL__hours_of_day_4,__PARENTALCONTROL__hours_of_day_5,__PARENTALCONTROL__hours_of_day_6,__PARENTALCONTROL__hours_of_day_7,__PARENTALCONTROL__hours_of_day_8,__PARENTALCONTROL__hours_of_day_9,__PARENTALCONTROL__live_period,__PARENTALCONTROL__locale,__PARENTALCONTROL__payload_action_accept,__PARENTALCONTROL__payload_action_block,__PARENTALCONTROL__payload_cat_id_0,__PARENTALCONTROL__payload_cat_id_1,__PARENTALCONTROL__payload_cat_id_2,__PARENTALCONTROL__payload_cat_id_3,__PARENTALCONTROL__payload_cat_id_4,__PARENTALCONTROL__payload_cat_name_,__PARENTALCONTROL__rate,__PARENTALCONTROL__station_final_status,__PARENTALCONTROL__total_event,__STATIONID__
130,932D-FD3D-D4FF-6A9A-569A_2017-07-19 06:21:37,1280.0,6,6,10,3,1,1,6,0,0,610,1062,4327,11,34,12,223,640,803,528,498,497,461,449,445,447,57,67,32,32,32,63,50,86,118,138,136,162,15047678.0,0,4108,230,5,6,0,0,0,5,0.9999149442772052,0,6010,932D-FD3D-D4FF-6A9A-569A
132,7CCB-7FFA-8C48-4DA3-8DFB_2017-05-22 03:16:39,258409.0,5,5,3,1,1,1,5,0,0,2160,3,1604,26,48,88,242,189,174,182,153,178,141,151,155,160,31,163,13,16,23,100,128,234,276,245,296,407,2327123.0,0,25,1605,25,1,0,0,0,25,0.9000557718875651,0,3793,7CCB-7FFA-8C48-4DA3-8DFB
133,53C4-C865-D374-A4FB-4A59_2017-10-04 21:08:13,2123.0,2,2,8,4,1,1,3,0,0,44,0,823,17,0,0,56,25,33,138,75,67,76,75,82,91,5,108,39,0,0,1,0,3,2,2,4,2,3516136.0,0,0,840,14,3,0,0,0,14,0.999396576545388,1,884,53C4-C865-D374-A4FB-4A59
136,A73C-9B69-D544-B9BA-8F47_2017-10-10 02:12:35,1948623.0,1,1,4,2,1,1,1,0,0,0,103,60,0,0,5,5,22,7,5,5,5,2,4,5,5,16,0,0,0,0,14,16,19,6,12,5,5,1026653.0,0,60,0,0,0,0,0,0,0,0.34506143295613584,1,163,A73C-9B69-D544-B9BA-8F47
139,E7A2-B5D4-2E97-4AED-B6DD_2017-07-10 20:05:38,999.0,1,1,6,3,1,1,1,0,0,0,65,271,0,0,0,5,6,9,14,21,22,51,41,33,30,0,30,24,0,0,0,6,12,7,7,14,4,674902.0,0,31,240,0,0,0,0,0,0,0.9985219728924798,1,336,E7A2-B5D4-2E97-4AED-B6DD
142,4F3A-3922-A5F4-DFE8-C767_2017-09-02 23:45:00,1302.0,3,3,1,1,1,1,2,0,0,9,78,0,2,6,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,4,19,14,19,10,2,5,3683525.0,0,0,2,2,0,0,0,0,2,0.9996466591240241,0,89,4F3A-3922-A5F4-DFE8-C767
145,5A82-EB69-5574-FFEA-D6C8_2017-10-26 12:03:22,30883.0,7,7,5,2,1,1,125,0,0,701,1103,8010,1253,388,433,859,807,567,499,540,317,262,214,188,171,465,180,165,200,257,453,519,580,683,763,746,811,3165316.0,0,9263,0,1228,25,0,0,0,1228,0.990337585363114,1,11067,5A82-EB69-5574-FFEA-D6C8
146,B88B-ECDE-C245-EAA9-6AAA_2017-08-06 00:17:31,3214.0,1,1,1,1,1,1,2,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2015618.0,0,3,1,3,0,0,0,0,3,0.9984079903627444,1,4,B88B-ECDE-C245-EAA9-6AAA
148,D46C-69E3-2864-8D5A-E6D4_2017-08-11 14:21:06,19095.0,6,6,3,3,1,1,2,0,0,1190,64,347,1,16,18,208,151,28,0,0,0,0,0,0,0,27,16,110,119,83,79,75,135,128,125,172,112,1620251.0,0,345,3,1,0,0,0,0,1,0.988352062346814,1,1602,D46C-69E3-2864-8D5A-E6D4
149,9496-883E-3554-3A95-E29A_2017-08-17 04:15:19,4843.0,4,4,3,1,1,1,2,0,0,410,42,2,1,37,0,117,24,2,1,0,0,0,0,0,0,13,4,26,8,0,35,22,2,1,13,72,78,1860745.0,0,0,3,0,1,0,0,0,0,0.9974040356177248,1,455,9496-883E-3554-3A95-E29A
150,95FE-3DFC-B9AE-43FC-AB3C_2017-08-07 07:44:56,8093704.0,2,2,3,2,1,1,2,0,0,4,346,3339,2,0,2,27,141,367,405,348,356,347,380,347,351,37,311,24,0,0,32,36,32,26,40,37,45,3568651.0,0,3341,0,0,2,0,0,0,0,0.3059974593467614,0,3691,95FE-3DFC-B9AE-43FC-AB3C
151,CACD-CDA3-E684-DB9D-D6D6_2017-10-05 08:28:41,3016.0,10,10,3,2,1,1,11,0,0,630,0,0,88,21,16,38,70,36,16,9,2,0,0,0,0,7,15,29,35,16,32,36,48,56,105,89,42,2686964.0,0,88,0,87,1,0,0,0,87,0.9988788020728778,1,718,CACD-CDA3-E684-DB9D-D6D6
153,AAD9-65AD-9983-46E6-95B8_2017-08-14 17:31:22,22610.0,2,2,2,1,1,1,1,0,0,4,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2659818.0,0,3,0,0,0,0,0,0,0,0.9915710691955198,1,7,AAD9-65AD-9983-46E6-95B8
156,65EA-8FDB-574A-2A84-5DFA_2017-05-10 15:24:46,1827.0,6,6,3,2,1,1,7,0,0,4107,172,921,14,175,89,440,349,331,223,142,135,126,118,102,100,167,69,137,258,247,192,252,170,290,275,308,519,5203235.0,0,0,935,11,3,0,0,0,11,0.9996489955355,0,5214,65EA-8FDB-574A-2A84-5DFA
160,73D7-2EF7-E453-7B6B-BA4C_2017-05-20 08:28:27,58171.0,1,1,2,2,1,1,9,0,0,0,0,12,11,1,0,0,7,0,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,591576.0,0,0,23,9,2,0,0,0,9,0.910471306523924,1,23,73D7-2EF7-E453-7B6B-BA4C
161,57FF-8625-FA67-4FB7-A749_2017-08-01 09:23:47,511617.0,1,1,2,1,1,1,4,0,0,0,61,641,6,67,3,6,3,133,91,63,47,27,28,28,31,0,27,27,27,51,0,3,2,2,20,12,10,1312400.0,0,641,6,2,4,0,0,0,2,0.71951083789241,1,708,57FF-8625-FA67-4FB7-A749
162,38A3-58AC-2DD4-2228-42E5_2017-08-22 00:24:58,1919.0,1,1,1,1,1,1,1,0,0,0,0,8,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3239940.0,0,0,8,0,0,0,0,0,0,0.9994080556865677,1,8,38A3-58AC-2DD4-2228-42E5
163,65FC-EDF4-852E-4B49-BF5F_2017-07-18 07:44:47,339101.0,4,4,4,2,1,1,1,0,0,6,0,109,0,11,13,0,1,0,0,0,0,0,0,0,0,11,0,0,19,14,10,10,14,7,5,0,0,899778.0,0,0,109,0,0,0,0,0,0,0.7262840035225393,0,115,65FC-EDF4-852E-4B49-BF5F
165,282A-8D96-F847-F8DD-27AD_2017-06-27 10:44:43,3160.0,1,1,4,3,1,1,1,0,0,0,757,0,0,0,0,70,67,67,70,0,0,0,0,0,0,0,0,0,0,0,73,71,75,69,71,62,62,4514091.0,0,0,0,0,0,0,0,0,0,0.9993004595051282,0,757,282A-8D96-F847-F8DD-27AD
166,77F8-DB6B-F746-3BCF-EF55_2017-08-20 01:31:16,1296.0,6,6,6,2,1,1,234,0,0,3076,0,0,1161,32,8,410,289,205,234,242,239,177,130,113,113,73,125,217,133,68,66,93,186,169,211,328,376,19872660.0,0,1161,0,1157,3,1,0,0,1157,0.9999347890274084,1,4237,77F8-DB6B-F746-3BCF-EF55
167,9263-D8D7-CF6F-466C-A598_2017-08-25 05:05:17,8528.0,2,2,1,1,1,1,1,0,0,10,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12172163.0,0,0,0,0,0,0,0,0,0,0.9992998755160934,1,10,9263-D8D7-CF6F-466C-A598
169,D322-734C-DA33-4DD7-8287_2017-06-17 00:25:30,48595.0,5,5,4,2,1,1,3,0,0,64,416,3043,7,2,0,270,284,308,309,213,225,165,135,127,139,0,133,14,0,11,52,76,82,216,247,264,258,10831230.0,0,2161,889,4,3,0,0,0,4,0.9955334759520488,1,3530,D322-734C-DA33-4DD7-8287
170,53C4-C865-D374-A4FB-4A59_2017-04-17 11:49:13,3807.0,2,2,6,3,1,1,2,0,0,24,0,1068,4,2,6,75,70,78,157,119,108,96,101,96,84,0,63,1,4,2,0,0,7,4,2,0,21,2349248.0,0,0,1072,4,0,0,0,0,4,0.9983821032657544,1,1096,53C4-C865-D374-A4FB-4A59
171,787A-E5B8-A984-B5A9-5B5F_2017-10-02 09:40:27,34090.0,3,3,5,2,1,1,2,0,0,40,158,249,4,0,9,23,21,28,44,44,31,35,27,23,29,16,3,0,0,0,10,18,12,9,18,33,18,1159859.0,0,0,253,0,4,0,0,0,0,0.971447691651821,1,451,787A-E5B8-A984-B5A9-5B5F
172,CC54-BD32-A94F-FEBF-CD3C_2017-10-25 03:29:16,2269.0,1,1,7,5,1,1,12,0,0,0,944,944,22,0,1,91,184,165,75,76,87,82,79,87,83,2,87,93,8,0,115,123,115,78,85,96,98,2970136.0,0,15,951,18,4,0,0,0,18,0.9992366450736021,1,1910,CC54-BD32-A94F-FEBF-CD3C
173,AB45-5586-C24E-D4A9-39AD_2017-11-03 12:46:14,6344.0,11,11,5,2,1,1,10,0,0,6036,221,4146,117,243,207,570,627,550,550,485,457,440,459,447,429,155,549,456,348,231,238,314,425,499,524,599,718,3285220.0,0,0,4263,115,2,0,0,0,115,0.998072648746918,1,10520,AB45-5586-C24E-D4A9-39AD
174,83C4-DB39-F9FA-4ACB-AA34_2017-07-09 00:08:14,12596.0,5,5,4,3,1,1,3,0,0,81,271,8312,9,196,188,220,543,551,533,493,485,486,480,460,463,187,474,493,506,340,218,217,217,227,234,236,226,3701925.0,0,0,8321,7,2,0,0,0,7,0.996608984038588,1,8673,83C4-DB39-F9FA-4ACB-AA34
175,53C4-C865-D374-A4FB-4A59_2017-04-26 21:40:33,1388677.0,3,3,6,3,1,1,1,0,0,268,132,80,0,39,10,24,15,18,9,7,5,6,5,5,9,20,8,25,1,39,23,10,50,70,17,20,45,796835.0,0,0,80,0,0,0,0,0,0,0.3645987759390019,1,480,53C4-C865-D374-A4FB-4A59
178,783E-587A-BD34-CC6B-9822_2017-07-20 11:12:25,30354.0,1,1,5,1,1,1,1,0,0,0,0,402,0,0,0,0,43,35,47,44,33,37,44,42,41,0,36,0,0,0,0,0,0,0,0,0,0,696327.0,0,0,402,0,0,0,0,0,0,0.9582292642851541,1,402,783E-587A-BD34-CC6B-9822
181,738D-E377-DE54-D458-6677_2017-07-26 03:02:53,193461.0,8,8,3,3,1,1,7,0,0,1416,83,0,17,31,52,180,187,161,20,6,15,0,0,0,14,23,22,42,65,69,12,16,74,35,109,157,226,4300500.0,0,17,0,15,2,0,0,0,15,0.9569508947674444,1,1516,738D-E377-DE54-D458-6677
186,62A6-5387-FF4A-BB98-8FDC_2017-07-26 00:16:31,193642.0,1,1,2,1,1,1,1,0,0,0,775,228,0,0,0,70,71,86,97,15,17,31,19,21,21,0,25,19,26,2,71,69,69,69,69,68,68,2285759.0,0,0,228,0,0,0,0,0,0,0.9218996846415728,1,1003,62A6-5387-FF4A-BB98-8FDC
187,AA5F-4985-BE34-A9D9-2445_2017-04-07 06:15:53,86976.0,1,1,4,1,1,1,1,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,14,12,6,6,3,4064246.0,0,49,0,0,0,0,0,0,0,0.9790480971627149,0,49,AA5F-4985-BE34-A9D9-2445
188,787A-E5B8-A984-B5A9-5B5F_2017-08-07 10:59:26,4582.0,2,2,2,2,1,1,1,0,0,13,512,31,0,0,5,47,30,29,8,7,0,0,0,0,0,47,0,0,0,0,55,57,46,54,50,64,57,1154734.0,0,0,31,0,0,0,0,0,0,0.9960476694878704,1,556,787A-E5B8-A984-B5A9-5B5F
189,9F85-68E5-2D43-EEBC-D393_2017-08-16 23:44:21,21854.0,2,2,4,3,1,1,3,0,0,2,287,426,3,0,0,23,40,34,46,42,45,43,45,71,73,24,61,2,0,0,23,30,19,23,27,24,23,2733521.0,0,0,429,3,0,0,0,0,3,0.9920685932041918,1,718,9F85-68E5-2D43-EEBC-D393
190,C5B4-45C8-74E4-353B-54E7_2017-08-28 06:20:38,1925062.0,8,8,3,3,1,1,12,0,0,1834,257,0,11,76,45,183,187,206,184,107,94,27,17,33,6,86,7,113,23,50,87,70,84,62,58,123,174,2796527.0,0,0,11,11,0,0,0,0,11,0.592285139600249,1,2102,C5B4-45C8-74E4-353B-54E7
192,D7AF-956B-6848-D3BD-77AA_2017-07-22 01:15:21,1533.0,1,1,1,1,1,1,1,0,0,0,1,45,0,0,0,0,0,0,3,6,6,6,6,6,6,0,6,0,0,0,0,0,0,0,0,1,0,728336.0,0,0,45,0,0,0,0,0,0,0.9978996230830464,0,46,D7AF-956B-6848-D3BD-77AA
193,369F-CABD-AE4C-3F92-35F7_2017-05-29 18:15:15,14716.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642759.0,0,0,1,1,0,0,0,0,1,0.9776173999011368,1,1,369F-CABD-AE4C-3F92-35F7
194,F33C-595D-DF42-4387-8768_2017-04-25 21:29:16,58896.0,1,1,4,2,1,1,157,0,0,0,0,0,465,64,0,4,0,33,121,31,2,0,0,0,0,3,12,15,2,39,0,4,18,28,21,21,47,2621921.0,0,455,10,460,5,0,0,0,460,0.9780305779917092,0,465,F33C-595D-DF42-4387-8768
195,8EE4-B352-DB44-628E-ADFE_2017-06-22 07:47:15,532401.0,2,2,6,4,1,1,6,0,0,272,58,82,17,0,0,21,110,87,22,9,11,16,6,7,5,2,7,16,42,9,3,3,3,11,15,10,14,248617.0,0,0,99,17,0,0,0,0,17,0.318324289581034,1,429,8EE4-B352-DB44-628E-ADFE
196,ADFD-9FD9-6246-7944-A6E8_2017-06-01 21:34:50,3406.0,1,1,7,4,1,1,2,0,0,0,0,914,9,0,0,79,60,118,75,66,65,63,72,60,69,0,64,87,36,0,0,0,0,6,0,1,2,1921915.0,0,187,736,9,0,0,0,0,9,0.9982309443464232,1,923,ADFD-9FD9-6246-7944-A6E8
197,24CD-89D6-8F43-E2BD-9D6E_2017-07-29 11:07:34,8859146.0,10,10,8,4,1,1,20,0,0,6939,830,0,143,158,338,225,286,432,738,1025,934,763,372,134,147,207,69,125,178,133,186,228,256,227,218,281,252,2333188.0,1,140,3,120,23,0,0,0,120,0.20846304265044271,0,7912,24CD-89D6-8F43-E2BD-9D6E
198,C8A6-F38D-7488-47F9-8DC5_2017-06-14 21:54:55,12708305.0,1,1,10,3,1,1,3,0,0,0,562,7847,2,0,0,55,65,23,469,1217,1375,1174,1158,1222,1178,0,71,0,0,1,15,22,75,48,55,101,87,10751431.0,0,3242,4607,2,0,0,0,0,2,0.4582929236714343,0,8411,C8A6-F38D-7488-47F9-8DC5
200,5F94-2B3F-7B44-A4B9-4D43_2017-11-05 02:59:15,10357.0,13,13,10,6,1,1,59,0,0,2679,0,184,291,270,110,209,262,288,395,275,117,2,2,0,0,81,9,36,90,145,105,121,100,91,101,183,162,4312502.0,0,119,356,214,4,0,0,73,287,0.9976041318951184,1,3154,5F94-2B3F-7B44-A4B9-4D43
201,D886-8B4F-F384-9A58-F4E4_2017-06-07 02:30:19,103039.0,2,2,3,3,2,1,6,0,0,39,16,0,10,4,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,19,5,1,6,8,3,7,4131011.0,0,0,10,4,2,2,2,0,4,0.9756641985805552,1,65,D886-8B4F-F384-9A58-F4E4
204,6CB5-655D-C884-8338-6CA2_2017-10-03 01:56:40,71190.0,7,7,9,3,1,1,2,0,0,289,82,243,1,6,20,56,66,39,28,25,25,18,13,16,19,26,34,16,4,13,24,9,19,18,45,25,51,1018029.0,0,66,178,0,1,0,0,0,0,0.9346412429456336,0,615,6CB5-655D-C884-8338-6CA2
205,5396-A63D-534B-6EBA-C676_2017-06-28 07:38:26,1986.0,1,1,1,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3433020.0,0,0,0,0,0,0,0,0,0,0.9994218350710304,1,4,5396-A63D-534B-6EBA-C676
210,D886-8B4F-F384-9A58-F4E4_2017-04-18 03:05:29,2809.0,2,2,5,3,1,3,5,2,5,67,25,76,8,7,32,4,5,0,6,6,6,6,6,6,6,20,6,6,6,6,22,3,5,0,1,7,11,2909836.0,0,0,84,4,0,11,0,0,3,0.9990355844945058,1,183,D886-8B4F-F384-9A58-F4E4
214,4A25-CB25-4354-BCAC-46E8_2017-10-16 02:44:39,87431.0,1,1,4,2,1,1,1,0,0,0,70,0,0,0,0,15,11,12,9,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,3,3,8,930384.0,0,0,0,0,0,0,0,0,0,0.9140993206034496,1,70,4A25-CB25-4354-BCAC-46E8
216,56ED-3ADD-854E-BBE9-9843_2017-05-13 23:51:32,1329.0,1,1,8,5,1,1,1,0,0,0,0,1176,0,15,31,110,125,151,138,107,56,25,8,5,0,39,1,0,0,0,45,52,56,52,44,45,71,1018777.0,0,1176,0,0,0,0,0,0,0,0.9986971942131504,1,1176,56ED-3ADD-854E-BBE9-9843
217,7FA3-AADC-E4C4-B39B-E883_2017-10-09 16:40:24,7141.0,2,2,2,2,1,1,1,0,0,15,0,241,0,0,0,24,35,31,19,21,24,21,16,14,24,0,6,0,0,0,0,0,3,0,0,3,15,626554.0,0,0,241,0,0,0,0,0,0,0.9887311719360259,1,256,7FA3-AADC-E4C4-B39B-E883
218,6EF7-E744-A647-2ABD-48F5_2017-08-13 18:28:47,66663.0,1,1,2,1,1,1,2,0,0,0,104,107,1,0,0,8,8,36,25,23,7,1,3,5,17,6,0,0,0,0,9,6,10,16,8,8,16,1339853.0,0,0,108,1,0,0,0,0,1,0.9526041651854652,0,212,6EF7-E744-A647-2ABD-48F5
219,865B-4FF6-3794-DB29-7DA8_2017-09-01 13:04:42,45855.0,2,2,3,2,1,1,1,0,0,1326,318,976,0,47,35,134,165,167,187,118,112,103,195,199,210,43,69,53,69,62,96,85,103,108,92,94,74,2890419.0,0,976,0,0,0,0,0,0,0,0.9843832694087812,1,2620,865B-4FF6-3794-DB29-7DA8
220,F324-E39B-2454-F997-4889_2017-08-25 05:06:11,8468.0,1,1,4,1,1,1,1,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,15475486.0,0,0,0,0,0,0,0,0,0,0.9994531112660242,1,7,F324-E39B-2454-F997-4889
221,4A25-CB25-4354-BCAC-46E8_2017-08-16 01:35:08,8054.0,1,1,2,2,1,1,1,0,0,0,51,0,0,0,0,7,14,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,608603.0,0,0,0,0,0,0,0,0,0,0.9869392547234525,1,51,4A25-CB25-4354-BCAC-46E8
224,3FAE-7497-E724-AC89-D493_2017-04-08 04:33:36,3252.0,1,1,1,1,1,1,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,0,5233667.0,0,0,0,0,0,0,0,0,0,0.9993790241934236,1,44,3FAE-7497-E724-AC89-D493
227,83C4-DB39-F9FA-4ACB-AA34_2017-05-06 05:32:01,1039.0,3,3,3,2,1,1,1,0,0,77,84,1774,0,50,49,75,120,113,108,95,107,111,106,101,108,50,111,104,81,47,65,61,58,50,54,55,56,690174.0,0,0,1774,0,0,0,0,0,0,0.9984968454007664,1,1935,83C4-DB39-F9FA-4ACB-AA34
229,99D5-6D8F-3F34-D5CB-4A46_2017-07-07 11:43:10,2314510.0,1,1,2,1,1,1,5,0,0,0,200,257,4,0,0,13,5,13,87,41,27,28,28,25,27,0,3,0,0,0,29,28,38,27,16,16,10,3381057.0,0,0,261,1,2,1,0,0,1,0.5936295719109265,0,461,99D5-6D8F-3F34-D5CB-4A46
231,EC98-FAFC-D348-6CAA-464B_2017-09-24 07:18:22,1819.0,3,3,9,3,1,1,1,0,0,566,128,9,0,33,35,66,114,93,48,39,0,5,3,2,1,51,0,2,27,37,14,20,14,26,22,22,29,945144.0,0,0,9,0,0,0,0,0,0,0.9980791224155536,1,703,EC98-FAFC-D348-6CAA-464B
232,F2C7-5584-E44F-A9E6-EBDD_2017-06-27 03:33:53,64902.0,1,1,3,2,1,1,24,0,0,0,68,0,31,0,0,10,14,13,7,3,0,0,0,0,0,0,0,0,0,0,6,16,1,6,3,8,12,886386.0,0,0,31,26,5,0,0,0,26,0.9317746045361656,1,99,F2C7-5584-E44F-A9E6-EBDD
234,E3AC-86CD-A34D-DAEE-FF29_2017-10-22 22:03:11,42559.0,2,2,5,4,1,1,1,0,0,2,1686,91,0,4,4,188,155,217,174,6,6,6,6,5,5,8,1,0,0,1,76,85,85,104,189,211,243,14516466.0,0,83,8,0,0,0,0,0,0,0.9970767960079744,1,1779,E3AC-86CD-A34D-DAEE-FF29
236,3C3A-ED44-2584-95A9-FD38_2017-11-02 12:04:08,553993.0,5,5,4,2,1,1,1,0,0,234,187,602,0,1,57,26,44,102,82,96,73,76,69,63,58,48,8,0,36,0,23,6,14,18,39,35,49,3711390.0,0,370,232,0,0,0,0,0,0,0.8701188146527522,1,1023,3C3A-ED44-2584-95A9-FD38
240,CBFF-2C3F-5EE4-5429-B6A2_2017-08-21 14:24:58,3151.0,1,1,9,9,1,1,3,0,0,0,6,2494,7,89,83,83,92,106,195,140,132,131,133,133,87,86,76,76,82,79,81,72,78,125,133,125,90,832675.0,0,1697,804,5,2,0,0,0,5,0.9962300765948894,1,2507,CBFF-2C3F-5EE4-5429-B6A2
241,5245-A998-85E4-7D8B-8DCD_2017-07-29 12:06:57,159542.0,15,15,10,6,1,1,92,0,0,10155,149,45,230,304,321,574,852,1432,1355,1380,913,368,54,30,5,226,22,140,660,239,254,250,244,301,260,138,257,3601729.0,0,15,260,217,10,3,0,0,217,0.9575829553361084,1,10579,5245-A998-85E4-7D8B-8DCD
242,4C8D-33F4-9429-7BE4-73B2_2017-09-15 19:37:07,17088.0,1,1,1,1,1,1,2,0,0,0,0,21,1,0,0,0,0,0,6,1,2,0,2,0,5,0,5,0,0,0,0,0,0,0,1,0,0,896842.0,0,0,22,0,1,0,0,0,0,0.9813027255916756,1,22,4C8D-33F4-9429-7BE4-73B2
243,82A5-F63B-F748-48C8-3C59_2017-06-27 16:23:30,3940.0,6,6,7,5,1,1,27,0,0,1545,545,1007,243,29,14,309,322,284,224,193,186,156,156,142,116,13,49,68,146,20,26,43,43,125,219,200,257,3771582.0,0,406,844,238,5,0,0,0,238,0.9989564356928656,1,3340,82A5-F63B-F748-48C8-3C59
246,3274-F7F6-49E4-86E9-FCDD_2017-07-10 18:03:44,2295.0,1,1,1,1,1,1,1,0,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,911430.0,0,0,0,0,0,0,0,0,0,0.9974883033735532,1,6,3274-F7F6-49E4-86E9-FCDD
247,67BB-2987-A3A4-3529-47EF_2017-06-19 03:11:21,19564.0,1,1,1,1,1,1,3,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213208.0,0,0,4,4,0,0,0,0,4,0.984130074336536,1,4,67BB-2987-A3A4-3529-47EF
248,C532-347C-4E94-EAAA-D876_2017-07-30 01:41:35,1980.0,1,1,6,3,1,1,2,0,0,0,0,1199,1,0,0,92,91,93,93,93,90,81,90,82,90,0,83,4,0,1,0,0,0,0,0,117,100,737883.0,0,0,1200,0,1,0,0,0,0,0.9973238288710208,1,1200,C532-347C-4E94-EAAA-D876
250,4F95-25D5-6443-2C86-4F54_2017-10-26 03:08:41,99847.0,4,4,3,1,1,1,1,0,0,8,125,0,0,0,0,14,6,9,0,0,2,2,0,0,0,14,0,0,0,0,11,11,18,11,11,10,14,2764712.0,0,0,0,0,0,0,0,0,0,0.9651440239143269,1,133,4F95-25D5-6443-2C86-4F54
252,CB6F-728A-B442-7C94-5798_2017-04-30 12:23:01,143389.0,1,1,5,2,1,1,18,0,0,0,74,0,39,0,0,19,11,19,10,0,1,1,0,18,0,0,0,0,0,1,13,1,0,4,6,5,4,5616081.0,0,38,1,39,0,0,0,0,39,0.9751037855913826,1,113,CB6F-728A-B442-7C94-5798
253,3EF5-B272-284D-D94C-F85E_2017-09-09 08:27:12,9223.0,8,8,3,3,1,1,5,0,0,5983,508,1440,45,259,150,1082,308,264,298,204,165,169,145,143,144,116,135,276,530,229,291,308,336,345,545,631,903,2572745.0,0,3,1482,45,0,0,0,0,45,0.996427918548952,1,7976,3EF5-B272-284D-D94C-F85E
257,6294-F4BF-2C4E-D899-35F5_2017-10-31 00:34:57,203670.0,1,1,2,2,1,1,1,0,0,0,297,23,0,0,0,31,16,6,0,0,0,0,0,0,0,0,0,0,0,0,51,30,48,46,35,34,23,4838539.0,0,23,0,0,0,0,0,0,0,0.9596069897142304,1,320,6294-F4BF-2C4E-D899-35F5
262,EEAE-583E-D2C4-854A-DCFB_2017-09-13 07:08:07,4298.0,1,1,5,2,1,1,1,0,0,0,0,1672,0,0,0,19,19,42,70,95,123,282,257,240,246,0,239,26,0,0,0,0,0,0,0,0,14,1549732.0,0,1672,0,0,0,0,0,0,0,0.997234287626365,1,1672,EEAE-583E-D2C4-854A-DCFB
263,EC98-FAFC-D348-6CAA-464B_2017-07-27 01:55:48,1884.0,3,3,8,3,1,1,3,0,0,65,2336,303,4,9,34,218,230,232,198,194,24,19,20,25,33,5,28,24,24,14,1,217,237,228,231,239,224,6301178.0,0,0,307,4,0,0,0,0,4,0.99970109765698,1,2708,EC98-FAFC-D348-6CAA-464B
