,__EVENTCASE__,__STATIONID__,__STATION__death_period,__STATION__distinct_payload_firmware_version,__STATION__distinct_payload_gateway_mac,__STATION__distinct_payload_ip,__STATION__distinct_payload_profile_id,__STATION__entropy_for_hours_of_day,__STATION__event_type_condition_updated,__STATION__event_type_license_updated,__STATION__event_type_malfunctioning_state_changed,__STATION__event_type_status_changed,__STATION__hours_of_day_0,__STATION__hours_of_day_1,__STATION__hours_of_day_10,__STATION__hours_of_day_11,__STATION__hours_of_day_12,__STATION__hours_of_day_13,__STATION__hours_of_day_14,__STATION__hours_of_day_15,__STATION__hours_of_day_16,__STATION__hours_of_day_17,__STATION__hours_of_day_18,__STATION__hours_of_day_19,__STATION__hours_of_day_2,__STATION__hours_of_day_20,__STATION__hours_of_day_21,__STATION__hours_of_day_22,__STATION__hours_of_day_23,__STATION__hours_of_day_3,__STATION__hours_of_day_4,__STATION__hours_of_day_5,__STATION__hours_of_day_6,__STATION__hours_of_day_7,__STATION__hours_of_day_8,__STATION__hours_of_day_9,__STATION__live_period,__STATION__locale,__STATION__payload_malfunctioning_false,__STATION__payload_malfunctioning_true,__STATION__payload_offline_trigger_AU_GRACEFUL_SHUTDOWN,__STATION__payload_offline_trigger_MQTT_LASTWILL,__STATION__payload_status_OFFLINE,__STATION__payload_status_ONLINE,__STATION__rate,__STATION__station_final_status,__STATION__total_event
3592,6D59-7C66-84B8-BBDF-3384_2017-09-26 07:03:22,6D59-7C66-84B8-BBDF-3384,5795.0,1,2,3,2,1.5094626441371208,30,0,0,12,6,4,0,1,0,4,0,3,0,1,0,7,0,0,3,0,0,4,0,0,3,4,0,2,693704.0,0,42,0,0,6,6,36,0.9917154992358816,1,42
3593,9F8D-8EE7-2445-2CB7-95D8_2017-07-29 20:53:45,9F8D-8EE7-2445-2CB7-95D8,20431.0,3,2,2,2,1.7299837235231152,6,1,0,58,3,12,2,3,4,0,2,0,0,0,0,0,9,3,2,2,0,3,3,1,0,7,9,0,6031256.0,0,65,0,1,24,25,40,0.9966239166037504,1,65
3594,D64C-A524-454F-7FAA-3279_2017-01-31 19:01:45,D64C-A524-454F-7FAA-3279,19490.0,1,1,1,1,0.7356219397587946,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,2,1164888.0,0,9,0,0,4,4,5,0.9835441050070164,1,9
3596,BA6E-426B-EE4A-3B4C-69D9_2017-03-26 19:46:41,BA6E-426B-EE4A-3B4C-69D9,40924.0,1,1,8,1,0.7781325481710262,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,2,0,0,1,0,2,2,0,0,825643.0,0,12,0,0,4,4,8,0.9527745690754436,0,12
3598,23B4-64F3-AAD4-449A-83D6_2017-09-06 01:19:25,23B4-64F3-AAD4-449A-83D6,2984.0,1,2,2,2,1.7707035076267463,63,0,0,18,2,1,10,3,0,0,1,6,6,3,0,0,0,1,6,6,3,7,7,3,1,6,3,6,1363320.0,0,81,0,0,9,9,72,0.9978160058083706,1,81
3599,EADD-25EB-F363-4FAB-CE5C_2017-09-19 06:06:06,EADD-25EB-F363-4FAB-CE5C,21327.0,2,2,2,2,1.2688458763029875,148,0,0,6,0,25,0,0,0,25,12,0,0,0,0,25,12,12,0,1,0,4,0,0,1,25,12,0,3224974.0,0,154,0,1,2,3,151,0.9934303689029452,1,154
3600,D46E-BBB2-9E49-898D-396F_2017-07-01 11:46:55,D46E-BBB2-9E49-898D-396F,46925.0,6,1,7,2,1.1645953713991983,0,1,0,29,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,2,2,4,0,4,2,2,3,3,7958999.0,0,30,0,4,10,14,16,0.994138715281334,1,30
3601,AAD9-65AD-9983-46E6-95B8_2017-05-27 17:31:30,AAD9-65AD-9983-46E6-95B8,120844.0,2,1,2,2,1.3857526552288737,0,0,0,56,0,4,4,0,0,0,0,0,0,3,0,0,1,0,0,18,5,6,6,3,0,6,0,0,1106085.0,0,56,0,1,31,32,24,0.9015069331640218,1,56
3602,DDC8-5CC4-A342-4A98-6963_2017-05-15 10:44:58,DDC8-5CC4-A342-4A98-6963,326764.0,1,1,2,2,0.7097131024243333,0,0,0,8,0,3,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,806922.0,0,8,0,1,3,4,4,0.7117685143858176,1,8
3605,6662-9AB4-448E-B64B-E945_2017-04-10 23:19:20,6662-9AB4-448E-B64B-E945,980.0,1,1,3,2,1.5756147064965702,0,0,0,48,7,3,4,2,2,0,0,2,0,0,2,0,4,0,2,2,7,0,1,0,0,0,4,6,1344766.0,0,48,0,0,22,22,26,0.9992717793699554,1,48
3606,7E88-3529-FC54-5548-DE7B_2017-05-22 21:39:33,7E88-3529-FC54-5548-DE7B,2421.0,2,1,2,2,0.8823830530748152,0,0,0,13,2,1,0,2,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,2237588.0,0,13,0,1,5,6,7,0.9989192007710684,1,13
3607,C5B4-45C8-74E4-353B-54E7_2017-10-30 12:46:54,C5B4-45C8-74E4-353B-54E7,4540.0,2,2,7,2,2.4053423787511488,82,0,0,71,11,5,12,2,14,4,7,0,5,2,11,4,8,2,0,6,0,2,9,0,16,5,21,7,1779274.0,0,153,0,1,35,36,117,0.9974548915974424,1,153
3608,835D-92F2-B24B-73B4-F9CA_2017-10-11 12:39:48,835D-92F2-B24B-73B4-F9CA,5066.0,1,2,3,2,0.8729484758423083,39,0,0,8,0,0,0,0,7,0,9,0,1,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0,848951.0,0,47,0,0,4,4,43,0.9940680337745034,1,47
3609,9CEB-2996-E846-CAA6-78B4_2017-06-14 00:03:45,9CEB-2996-E846-CAA6-78B4,12039.0,1,1,2,2,1.212465860088887,0,0,0,27,3,2,0,0,0,0,0,1,0,0,0,0,1,11,1,3,2,0,0,1,0,0,2,0,2159077.0,0,27,0,0,13,13,14,0.9944549254853264,1,27
3610,E39C-9343-59B4-54B8-9DAF_2017-09-14 18:36:28,E39C-9343-59B4-54B8-9DAF,1520.0,2,2,2,2,2.2203191012797943,70,0,697,70,5,0,173,119,7,0,10,3,0,0,6,0,10,10,3,2,0,2,2,0,5,104,195,181,1496747.0,0,343,494,1,34,35,802,0.9989854945747321,1,837
3611,EC3C-7F9C-2EE4-8739-295E_2017-08-03 04:46:54,EC3C-7F9C-2EE4-8739-295E,7430.0,1,1,2,2,0.5442837329694393,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2001118.0,0,5,0,0,2,2,3,0.9963008103366212,1,5
3612,2322-DCCD-3A4F-B6B5-5EEA_2017-10-30 18:45:42,2322-DCCD-3A4F-B6B5-5EEA,9563.0,2,2,3,2,1.9298320497004493,145,0,0,20,10,2,0,24,16,2,0,2,0,25,14,0,0,0,2,0,24,6,0,26,11,0,0,1,3098954.0,0,165,0,1,8,9,156,0.9969236134143707,1,165
3613,E29D-BB4B-FFF4-AAB9-EDF4_2017-02-10 11:07:56,E29D-BB4B-FFF4-AAB9-EDF4,519856.0,1,1,2,1,1.1181071315420714,0,0,2,17,0,0,1,1,0,0,0,0,0,2,0,2,2,1,0,4,2,0,0,0,1,1,0,2,151622.0,0,18,1,0,4,4,15,0.225803377027989,0,19
3614,5CF4-94E8-A84F-58DA-2AFC_2017-03-20 19:54:34,5CF4-94E8-A84F-58DA-2AFC,299979.0,4,1,3,1,1.3503341020634176,0,1,0,23,1,0,5,0,0,0,0,0,0,1,2,1,2,0,0,1,1,4,2,0,1,3,0,0,6352496.0,0,24,0,2,5,7,17,0.9549071586138992,1,24
3615,CA42-8F9B-354F-8A34-2A4C_2017-07-10 04:33:04,CA42-8F9B-354F-8A34-2A4C,12719.0,1,1,2,2,0.5140966973399506,0,0,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,776954.0,0,6,0,0,3,3,3,0.9838933330631792,1,6
3617,EAB5-D7AB-86C4-4688-8BAB_2017-10-24 13:36:36,EAB5-D7AB-86C4-4688-8BAB,27147.0,5,2,6,2,2.2203191012797943,323,1,0,22,0,4,31,12,0,4,6,38,31,11,0,3,0,0,39,31,11,42,30,11,0,6,0,36,9671461.0,0,346,0,3,7,10,336,0.997200938526436,1,346
3618,9DEA-BEE6-E427-9BF6-7AE6_2017-10-16 20:40:33,9DEA-BEE6-E427-9BF6-7AE6,10368.0,1,2,9,2,1.4658586321567422,31,0,0,24,1,0,0,8,0,0,0,0,0,8,0,0,2,1,0,4,12,1,4,8,4,2,0,0,668575.0,0,55,0,0,12,12,43,0.9847292040716232,1,55
3619,D599-A957-E745-B9EA-97AA_2017-11-04 11:41:38,D599-A957-E745-B9EA-97AA,36871.0,2,2,2,2,1.1171468583889022,32,1,0,9,0,0,8,1,0,0,0,0,8,0,0,0,0,0,3,8,0,0,8,0,1,0,1,4,700694.0,0,42,0,0,1,1,41,0.9500098296421332,0,42
3620,F478-98DD-5FBA-429B-BABA_2017-01-11 22:53:11,F478-98DD-5FBA-429B-BABA,16057.0,3,1,1,1,2.051125035547269,0,1,0,77,1,4,9,6,3,4,0,6,0,3,1,0,2,5,0,3,2,2,4,2,2,12,2,5,2389419.0,0,78,0,0,34,34,44,0.9933248138829904,1,78
3621,4994-58FE-3384-977A-4933_2017-04-16 05:13:01,4994-58FE-3384-977A-4933,19308.0,3,1,2,2,1.0986122886681098,0,0,0,18,0,0,3,0,0,0,1,2,0,0,0,0,5,0,0,0,0,1,4,1,0,1,0,0,4028005.0,0,18,0,1,7,8,10,0.9952294275238904,0,18
3622,8F92-2469-944D-9F8F-E29C_2017-05-21 05:58:22,8F92-2469-944D-9F8F-E29C,2192.0,2,1,46,2,2.0805707944613654,0,0,2,78,2,7,6,0,1,1,4,0,0,2,0,0,5,0,1,15,6,0,3,12,11,0,3,1,1561617.0,0,79,1,1,18,19,61,0.9985982942929732,1,80
3623,AEDB-BBF7-24CE-79C4-FD4E_2017-11-03 03:49:40,AEDB-BBF7-24CE-79C4-FD4E,504620.0,2,2,2,2,2.441302637807621,128,0,0,93,6,1,3,6,6,4,19,17,9,9,2,4,22,19,9,4,10,18,7,7,2,4,22,11,2760595.0,0,221,0,1,45,46,175,0.8454558122512607,0,221
3624,E3BA-EACC-7C44-FB29-527D_2017-02-12 18:42:08,E3BA-EACC-7C44-FB29-527D,3450.0,4,1,2,1,1.3506571017544886,0,1,0,24,0,0,0,1,3,4,2,0,1,3,1,0,1,0,0,0,2,2,0,1,2,2,0,0,5547235.0,0,25,0,1,4,5,20,0.9993784550915789,0,25
3626,4838-E7A7-6767-45C5-824A_2017-11-08 10:13:02,4838-E7A7-6767-45C5-824A,9286.0,2,2,4,2,1.395644431585847,83,0,8,11,0,2,21,0,0,2,0,1,22,0,0,6,0,0,0,20,0,2,22,2,0,0,2,0,1795716.0,0,102,0,1,4,5,97,0.9948554073624296,1,102
3627,F489-5E7A-8536-45B4-9D98_2017-07-21 00:08:34,F489-5E7A-8536-45B4-9D98,12779.0,6,1,4,2,3.1202915653012853,0,0,714,132,20,46,107,66,40,27,23,24,11,16,12,19,45,20,7,33,6,37,29,50,30,61,58,59,14290051.0,0,489,357,4,15,19,827,0.9991065404538824,1,846
3628,F386-E883-3449-768C-D97C_2017-10-18 21:48:35,F386-E883-3449-768C-D97C,1530.0,5,2,13,2,2.166649565640594,300,1,0,57,0,43,0,0,3,41,31,3,3,10,0,41,33,37,8,3,0,12,5,3,0,48,31,3,13024239.0,0,358,0,3,27,30,328,0.999882540524095,1,358
3629,9A95-DAB2-E947-74BD-26FD_2017-09-08 05:41:26,9A95-DAB2-E947-74BD-26FD,1343.0,3,2,3,2,2.5350251619107564,94,1,0,63,5,9,7,5,4,23,5,4,7,0,1,11,6,3,4,9,3,10,7,2,1,12,12,8,2053705.0,0,158,0,1,30,31,127,0.9993464872839952,1,158
3630,E7DD-A6D3-5684-77C8-F4E5_2017-03-21 00:18:17,E7DD-A6D3-5684-77C8-F4E5,2407.0,3,1,2,1,0.623848004006291,0,1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,3533070.0,0,9,0,0,3,3,6,0.9993191866330908,1,9
3632,B579-3A57-434C-4FD6-B9EE_2017-05-09 07:56:11,B579-3A57-434C-4FD6-B9EE,2798.0,1,1,3,2,1.8644260317298809,0,0,0,66,4,2,4,0,6,1,5,3,13,3,0,3,4,0,0,4,0,2,1,1,3,4,0,3,1806905.0,0,66,0,0,28,28,38,0.9984538899476876,1,66
3633,6BCF-879A-D34F-8493-D95E_2017-02-21 21:46:33,6BCF-879A-D34F-8493-D95E,360650.0,1,1,6,1,0.6749754468353846,0,0,0,11,0,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,2,0,1216314.0,1,11,0,0,5,5,6,0.7713010569676924,0,11
3635,4C47-BC35-464D-ABAC-C78A_2017-07-02 06:56:55,4C47-BC35-464D-ABAC-C78A,9523.0,3,1,3,2,0.5442837329694393,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,980054.0,0,5,0,1,1,2,3,0.9903766963055932,1,5
3636,B67A-664B-B94B-6F88-B82E_2017-10-20 09:10:15,B67A-664B-B94B-6F88-B82E,70465.0,2,2,2,2,1.427760189612402,46,0,0,30,0,0,2,0,0,0,15,0,0,0,0,0,12,11,0,0,0,0,2,6,0,8,19,1,1039147.0,0,76,0,1,14,15,61,0.9364958201605608,1,76
3637,B46A-F5DB-E354-D7CA-B228_2017-03-12 16:07:58,B46A-F5DB-E354-D7CA-B228,1063.0,2,1,2,1,1.5094626441371208,0,0,0,39,1,0,3,1,0,0,2,14,3,5,2,0,0,0,0,0,0,2,1,4,0,0,1,0,1119398.0,0,39,0,0,13,13,26,0.9990512833556902,0,39
3639,2794-568F-EE4D-4B79-BF62_2017-04-13 02:52:22,2794-568F-EE4D-4B79-BF62,5268.0,1,1,4,2,1.427760189612402,0,0,0,55,0,0,1,0,0,0,0,0,4,0,1,0,9,0,2,0,0,0,15,0,3,14,0,6,2578108.0,0,55,0,0,21,21,34,0.9979608078731088,0,55
3640,6999-5A96-4355-43BD-85D5_2017-10-26 02:51:57,6999-5A96-4355-43BD-85D5,1122.0,4,2,2,4,1.3857526552288733,48,1,2,11,8,2,0,0,5,0,7,0,0,0,5,0,13,7,0,0,0,2,0,0,6,0,7,0,1046268.0,0,61,1,1,4,5,57,0.9989287657892476,1,62
3641,F552-5945-684F-4987-99F7_2017-07-11 04:26:57,F552-5945-684F-4987-99F7,1140.0,2,1,6,2,1.212465860088887,0,0,10,18,0,0,1,0,0,0,0,0,0,2,3,11,1,2,2,0,0,2,1,0,0,3,0,0,3661555.0,0,23,5,1,8,9,19,0.9996887537728366,1,28
3642,6BCF-879A-D34F-8493-D95E_2017-02-03 05:13:57,6BCF-879A-D34F-8493-D95E,149106.0,1,1,1,1,0.2868359830561607,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,701428.0,1,2,0,0,1,1,1,0.8246913115760216,0,2
3644,83C4-DB39-F9FA-4ACB-AA34_2017-05-06 05:32:01,83C4-DB39-F9FA-4ACB-AA34,1039.0,1,1,2,2,2.4053423787511488,0,0,0,246,11,12,12,7,7,6,7,4,4,4,8,7,13,9,4,13,12,11,10,20,23,16,17,9,690174.0,0,246,0,0,119,119,127,0.9984968454007664,1,246
3645,B376-F749-E43B-4B55-6237_2017-09-15 09:12:13,B376-F749-E43B-4B55-6237,4718867.0,3,2,12,2,2.809678234077784,168,0,0,320,41,24,1,3,28,3,5,20,26,26,52,25,17,31,21,16,16,19,16,15,31,38,9,5,4920343.0,0,488,0,2,138,140,348,0.5104508564498543,0,488
3646,D299-23F2-534B-52A6-AD3F_2017-06-18 05:18:20,D299-23F2-534B-52A6-AD3F,58858.0,1,1,15,2,1.3857526552288737,0,0,0,33,0,0,5,0,0,1,0,4,3,3,0,0,4,0,0,0,0,3,1,7,2,0,0,0,2295260.0,0,33,0,0,17,17,16,0.9749978548229103,1,33
3648,8F8E-473F-B857-43CB-C7BC_2017-05-23 11:06:10,8F8E-473F-B857-43CB-C7BC,56870.0,2,1,98,2,2.2538575896013517,0,0,0,167,7,6,8,12,15,35,32,15,2,0,0,0,7,0,11,0,0,6,1,4,5,0,0,1,3030929.0,0,167,0,1,67,68,99,0.9815823504055802,1,167
3650,2AD4-A539-FB94-94E9-D99E_2017-05-13 11:40:33,2AD4-A539-FB94-94E9-D99E,4217500.0,3,1,9,2,1.012896353485113,0,0,0,22,1,0,0,2,0,2,9,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2,0,6133592.0,0,22,0,2,6,8,14,0.5925550656877555,0,22
3651,6D5F-9FAF-4B44-AFE9-C3CB_2017-08-18 22:56:00,6D5F-9FAF-4B44-AFE9-C3CB,208475.0,2,2,3,2,1.0768102826779202,47,0,0,6,0,0,2,0,0,0,12,0,0,0,0,0,11,12,0,1,0,0,0,0,0,2,12,1,1517727.0,0,53,0,1,2,3,50,0.8792290821120587,1,53
3652,8F8C-662B-D965-487A-CB65_2017-07-15 07:06:32,8F8C-662B-D965-487A-CB65,8438.0,3,1,2,2,1.1906638540986976,0,0,0,21,0,1,6,0,0,0,0,0,0,1,0,0,1,0,1,2,0,3,1,1,0,4,0,0,6151415.0,0,21,0,2,5,7,14,0.9986301621158816,1,21
3653,5D2D-3CF3-4745-C3B7-8634_2017-02-24 12:33:46,5D2D-3CF3-4745-C3B7-8634,1123.0,1,1,4,1,0.7781325481710262,0,0,0,9,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,806869.0,0,9,0,0,2,2,7,0.9986101347538094,1,9
3654,D8CB-8D47-3684-AB98-AAD3_2017-09-13 09:43:46,D8CB-8D47-3684-AB98-AAD3,1047.0,2,2,2,2,1.2326713884822262,40,0,0,8,0,0,8,0,0,0,0,3,7,0,0,0,0,0,3,7,0,6,6,0,0,1,0,7,873637.0,0,48,0,1,3,4,44,0.998802996282086,0,48
3655,CC27-5F3D-F378-49E4-BF3F_2017-09-05 13:15:20,CC27-5F3D-F378-49E4-BF3F,962.0,3,2,3,2,1.870194487483377,128,0,0,27,0,0,31,4,0,1,3,2,29,0,0,0,3,3,2,29,3,2,34,0,0,5,4,0,7997458.0,0,155,0,0,12,12,143,0.9998797262459336,1,155
3656,A995-D552-D4B4-DCEA-DB5C_2017-07-18 04:46:51,A995-D552-D4B4-DCEA-DB5C,6562.0,1,1,2,2,0.6159905783211985,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,941549.0,0,6,0,0,2,2,4,0.9930788694572682,1,6
3657,AA3D-B8A3-C476-A6F6-C6A9_2017-07-10 17:48:30,AA3D-B8A3-C476-A6F6-C6A9,12529.0,2,1,2,2,0.95251274687916,0,0,0,22,0,0,4,11,3,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1835093.0,0,22,0,1,9,10,12,0.993218851042042,1,22
3658,2D73-A99B-24D4-44AA-28A3_2017-10-25 05:07:45,2D73-A99B-24D4-44AA-28A3,2830.0,2,2,30,2,2.477262896864094,175,0,0,69,9,7,41,0,7,5,0,2,32,0,5,11,0,2,10,34,0,8,53,6,5,4,0,3,3711822.0,0,244,0,6,21,27,217,0.9992381520530051,1,244
3661,32A3-B89E-4398-4ADA-DDFE_2017-10-23 05:06:10,32A3-B89E-4398-4ADA-DDFE,2004.0,2,2,2,2,1.3956444315858467,31,0,0,12,0,0,4,4,0,0,0,0,3,4,1,3,0,0,0,4,4,2,9,5,0,0,0,0,693429.0,0,43,0,1,5,6,37,0.9971183420976572,0,43
3662,E82C-6A8D-8A26-4536-995D_2017-05-15 06:37:20,E82C-6A8D-8A26-4536-995D,152976.0,5,1,5,2,0.8947504818324978,0,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,5,2,0,8122625.0,0,16,0,1,4,5,11,0.9815148168694938,1,16
3663,EE9E-E45F-3A42-D882-AC6E_2017-10-09 06:06:22,EE9E-E45F-3A42-D882-AC6E,2656418.0,10,2,4,2,2.463104643797811,263,1,0,77,34,0,5,7,31,2,3,34,8,0,32,0,7,0,33,3,7,42,5,8,33,10,2,35,23668966.0,0,341,0,7,23,30,311,0.8990929059192451,0,341
3664,7FAA-4D43-FDA4-C6AA-9AFD_2017-10-17 23:31:00,7FAA-4D43-FDA4-C6AA-9AFD,43144.0,1,2,2,2,1.214136818761434,128,0,0,7,0,0,0,2,0,0,33,0,0,0,0,0,30,33,1,0,3,0,0,0,0,0,32,1,2813948.0,0,135,0,0,3,3,132,0.9848993312080956,1,135
3667,5AED-3A35-EC4D-3A2F-C58F_2017-06-11 00:22:52,5AED-3A35-EC4D-3A2F-C58F,9490.0,5,1,24,2,2.715955709974649,0,0,0,584,27,21,24,24,20,4,17,12,2,2,7,38,22,61,52,37,51,22,22,29,18,21,22,29,9048884.0,0,584,0,3,202,205,379,0.9989523506095024,1,584
3668,9DB5-3F87-D524-FBAE-4CA3_2017-06-11 13:18:28,9DB5-3F87-D524-FBAE-4CA3,327124.0,1,1,3,2,1.0955590811630012,0,0,0,24,0,0,2,2,0,2,0,0,0,0,0,0,2,2,1,0,0,0,2,3,2,2,0,4,1008193.0,0,24,0,0,13,13,11,0.7550214668127493,0,24
3669,8EE4-B352-DB44-628E-ADFE_2017-10-23 09:02:40,8EE4-B352-DB44-628E-ADFE,15299.0,2,2,3,2,2.012280548614049,56,0,0,20,2,0,11,4,4,0,6,0,8,2,0,0,4,4,0,7,3,0,9,4,2,0,5,1,1202939.0,0,76,0,1,9,10,66,0.9874416985843488,1,76
3670,6249-E9AE-AF4D-4D9A-8D9F_2017-09-22 17:20:46,6249-E9AE-AF4D-4D9A-8D9F,1753.0,7,2,5,2,2.419500631817432,195,0,0,55,0,17,4,34,0,23,0,2,2,41,0,15,2,1,5,3,36,8,0,32,0,17,5,3,14570009.0,0,250,0,6,19,25,225,0.9998796988312052,1,250
3672,EAE5-B9DC-EE48-D8A4-55DD_2017-05-01 06:25:13,EAE5-B9DC-EE48-D8A4-55DD,20163.0,5,1,3,2,1.1765056010324142,0,1,0,18,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,1,1,2,2,7418445.0,0,19,0,2,6,8,11,0.9972894122126076,1,19
3673,5B67-DF53-5C73-4549-B644_2017-06-07 00:11:06,5B67-DF53-5C73-4549-B644,7770.0,1,1,2,2,0.4563344322932884,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1030173.0,0,4,0,0,2,2,2,0.992514039788312,1,4
3674,A75E-9CFE-E454-A9E9-36A2_2017-10-24 01:46:27,A75E-9CFE-E454-A9E9-36A2,124929.0,2,2,10,2,1.6068154405058843,42,0,0,19,5,1,5,1,6,1,0,0,6,0,5,2,0,2,0,6,0,2,5,0,9,5,0,0,916479.0,0,61,0,1,5,6,55,0.8800383711283186,1,61
3677,595B-954A-74B9-CB2C-5747_2017-02-13 12:09:21,595B-954A-74B9-CB2C-5747,1473.0,1,1,6,1,1.1389488643790917,0,0,0,18,2,0,0,3,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,3,4,0,619692.0,0,18,0,0,3,3,15,0.9976286493926736,0,18
3678,596B-EF23-D4C4-7CAB-847B_2017-01-03 22:31:32,596B-EF23-D4C4-7CAB-847B,57292.0,2,1,1,1,0.6749754468353846,0,1,0,10,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,565291.0,0,11,0,0,5,5,6,0.9079769283774212,0,11
3679,4DAF-E344-6E45-C58F-A387_2017-06-18 23:36:52,4DAF-E344-6E45-C58F-A387,72849.0,1,1,2,2,0.3445982481028228,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2716159.0,0,5,0,0,3,3,2,0.9738799601865609,1,5
3680,AD9E-F729-C944-8A32-6A2B_2016-12-26 10:01:48,AD9E-F729-C944-8A32-6A2B,1443703.0,2,1,1,1,0.7097131024243332,0,0,0,11,0,2,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1383822.0,0,11,0,1,2,3,8,0.4894110573734981,0,11
3681,5B67-DF53-5C73-4549-B644_2017-08-07 07:59:41,5B67-DF53-5C73-4549-B644,2159191.0,1,2,2,2,0.6749754468353846,11,0,0,5,0,3,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,2263756.0,0,16,0,1,0,1,15,0.5118207385256934,1,16
3682,A35D-8358-76A4-E995-2FA3_2017-08-15 22:33:43,A35D-8358-76A4-E995-2FA3,18712.0,2,2,2,2,1.570432136751602,44,0,0,14,8,0,0,3,9,2,5,2,0,5,9,0,0,0,0,1,2,0,0,2,8,2,0,0,1670349.0,0,58,0,0,7,7,51,0.9889216552865764,1,58
3683,625D-2494-34D4-B348-9848_2017-02-18 14:03:30,625D-2494-34D4-B348-9848,57513.0,2,1,3,1,1.0234243342857674,0,1,0,15,0,0,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1291636.0,0,16,0,0,6,6,10,0.95737090565979,1,16
3684,52C2-27A5-4EA4-A8A9-E78A_2017-07-11 23:29:49,52C2-27A5-4EA4-A8A9-E78A,1250.0,3,1,4,2,1.0533373180151842,0,0,0,15,0,0,2,2,1,0,3,0,1,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,5759361.0,0,15,0,2,3,5,10,0.9997830091287192,1,15
3686,8553-34B4-3348-3C84-7323_2017-07-11 18:05:41,8553-34B4-3348-3C84-7323,2542.0,7,1,3,2,3.0625293002546226,0,1,827,82,41,135,31,17,10,16,20,28,24,29,37,24,66,39,67,59,71,69,39,33,21,15,7,12,14118172.0,0,467,443,4,13,17,893,0.9998199807743432,0,910
3687,8424-8AD7-6344-E985-75D6_2017-10-12 21:28:56,8424-8AD7-6344-E985-75D6,29661.0,2,2,6,2,1.910914271587008,118,1,0,26,1,0,0,28,2,0,3,0,6,27,0,1,2,3,4,1,28,3,2,27,0,2,3,2,2567505.0,0,145,0,0,6,6,139,0.9885794747043508,1,145
3689,9832-8BB2-8C54-A9AD-52BB_2017-05-16 12:05:53,9832-8BB2-8C54-A9AD-52BB,24745.0,5,1,2,2,1.0924606245219648,0,1,0,18,0,0,4,0,1,0,0,2,0,0,2,0,1,0,2,0,0,3,2,0,0,2,0,0,4612303.0,0,19,0,3,6,9,10,0.9946636308271988,1,19
3691,F557-4262-D464-76FB-6D55_2017-10-24 04:05:33,F557-4262-D464-76FB-6D55,1042.0,3,2,2,2,2.636391438937797,226,0,0,37,20,1,9,4,18,0,29,2,12,5,22,4,25,29,1,9,3,2,13,4,19,2,28,2,4909027.0,0,263,0,2,16,18,245,0.9997877830230084,1,263
3692,8483-BABD-694F-4DAC-B6F8_2017-05-04 09:52:49,8483-BABD-694F-4DAC-B6F8,3400.0,1,1,2,2,0.5140966973399506,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1048543.0,0,6,0,0,3,3,3,0.9967678857124388,1,6
3693,B983-6C62-47C4-943A-7559_2017-05-17 15:16:25,B983-6C62-47C4-943A-7559,4397.0,2,1,4,2,0.7792259517391736,0,0,0,10,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,720632.0,0,10,0,1,3,4,6,0.9939354149971932,0,10
